model_id,seed,feature_index,importance
Ti_coord_pointwise_feff_natural,42,0,0.024542344196293156
Ti_coord_pointwise_feff_natural,42,1,0.020461558583647156
Ti_coord_pointwise_feff_natural,42,2,0.018508683282184867
Ti_coord_pointwise_feff_natural,42,3,0.043638556277818215
Ti_coord_pointwise_feff_natural,42,4,0.05206844197683178
Ti_coord_pointwise_feff_natural,42,5,0.048012734588901616
Ti_coord_pointwise_feff_natural,42,6,0.03800058653312406
Ti_coord_pointwise_feff_natural,42,7,0.01464048284555313
Ti_coord_pointwise_feff_natural,42,8,0.0060758460218687995
Ti_coord_pointwise_feff_natural,42,9,0.004869942808503008
Ti_coord_pointwise_feff_natural,42,10,0.005482159419111734
Ti_coord_pointwise_feff_natural,42,11,0.004609717345349162
Ti_coord_pointwise_feff_natural,42,12,0.005533956713078107
Ti_coord_pointwise_feff_natural,42,13,0.005335640691806334
Ti_coord_pointwise_feff_natural,42,14,0.005226035232508285
Ti_coord_pointwise_feff_natural,42,15,0.005448484490939891
Ti_coord_pointwise_feff_natural,42,16,0.005314793841656547
Ti_coord_pointwise_feff_natural,42,17,0.00506753425414072
Ti_coord_pointwise_feff_natural,42,18,0.007146990738371749
Ti_coord_pointwise_feff_natural,42,19,0.005712102973523604
Ti_coord_pointwise_feff_natural,42,20,0.0055231147335256725
Ti_coord_pointwise_feff_natural,42,21,0.005352681459946742
Ti_coord_pointwise_feff_natural,42,22,0.00549028335374197
Ti_coord_pointwise_feff_natural,42,23,0.0056970915946911
Ti_coord_pointwise_feff_natural,42,24,0.005421719340848218
Ti_coord_pointwise_feff_natural,42,25,0.005268263464432559
Ti_coord_pointwise_feff_natural,42,26,0.005180608412994289
Ti_coord_pointwise_feff_natural,42,27,0.004432717325652523
Ti_coord_pointwise_feff_natural,42,28,0.00473099354134966
Ti_coord_pointwise_feff_natural,42,29,0.004770561696167482
Ti_coord_pointwise_feff_natural,42,30,0.004572616292301017
Ti_coord_pointwise_feff_natural,42,31,0.0045564695958277565
Ti_coord_pointwise_feff_natural,42,32,0.0053130314326078065
Ti_coord_pointwise_feff_natural,42,33,0.004851662448536922
Ti_coord_pointwise_feff_natural,42,34,0.005459061773454486
Ti_coord_pointwise_feff_natural,42,35,0.0057763490512556396
Ti_coord_pointwise_feff_natural,42,36,0.005057264664683107
Ti_coord_pointwise_feff_natural,42,37,0.005298747148287106
Ti_coord_pointwise_feff_natural,42,38,0.0058030826608898144
Ti_coord_pointwise_feff_natural,42,39,0.004791441255244035
Ti_coord_pointwise_feff_natural,42,40,0.0051565858304433295
Ti_coord_pointwise_feff_natural,42,41,0.00589124936128205
Ti_coord_pointwise_feff_natural,42,42,0.005388890520756588
Ti_coord_pointwise_feff_natural,42,43,0.005952850609630147
Ti_coord_pointwise_feff_natural,42,44,0.007710698621905903
Ti_coord_pointwise_feff_natural,42,45,0.010097664547454779
Ti_coord_pointwise_feff_natural,42,46,0.008120597292101918
Ti_coord_pointwise_feff_natural,42,47,0.007311982393494435
Ti_coord_pointwise_feff_natural,42,48,0.006127137507457508
Ti_coord_pointwise_feff_natural,42,49,0.006185856049020397
Ti_coord_pointwise_feff_natural,42,50,0.005140929994488912
Ti_coord_pointwise_feff_natural,42,51,0.005617905024052361
Ti_coord_pointwise_feff_natural,42,52,0.005032831011364834
Ti_coord_pointwise_feff_natural,42,53,0.004722867085508824
Ti_coord_pointwise_feff_natural,42,54,0.005591116628349405
Ti_coord_pointwise_feff_natural,42,55,0.005817385620110155
Ti_coord_pointwise_feff_natural,42,56,0.004891976134329259
Ti_coord_pointwise_feff_natural,42,57,0.004767980975929954
Ti_coord_pointwise_feff_natural,42,58,0.00426912814359651
Ti_coord_pointwise_feff_natural,42,59,0.004578026539172919
Ti_coord_pointwise_feff_natural,42,60,0.0045518801973000135
Ti_coord_pointwise_feff_natural,42,61,0.004562881701618039
Ti_coord_pointwise_feff_natural,42,62,0.0048653247277141345
Ti_coord_pointwise_feff_natural,42,63,0.004763295301395618
Ti_coord_pointwise_feff_natural,42,64,0.006282676882564161
Ti_coord_pointwise_feff_natural,42,65,0.007581306136379057
Ti_coord_pointwise_feff_natural,42,66,0.006993308650760783
Ti_coord_pointwise_feff_natural,42,67,0.005756581677169037
Ti_coord_pointwise_feff_natural,42,68,0.008975940676558368
Ti_coord_pointwise_feff_natural,42,69,0.007567919896178905
Ti_coord_pointwise_feff_natural,42,70,0.008011462603195345
Ti_coord_pointwise_feff_natural,42,71,0.006903443341029176
Ti_coord_pointwise_feff_natural,42,72,0.00967706463310475
Ti_coord_pointwise_feff_natural,42,73,0.011295806735221672
Ti_coord_pointwise_feff_natural,42,74,0.01428435178000111
Ti_coord_pointwise_feff_natural,42,75,0.02103071475478989
Ti_coord_pointwise_feff_natural,42,76,0.023273267583746354
Ti_coord_pointwise_feff_natural,42,77,0.02639168931597413
Ti_coord_pointwise_feff_natural,42,78,0.021494381964830223
Ti_coord_pointwise_feff_natural,42,79,0.019774984189664994
Ti_coord_pointwise_feff_natural,42,80,0.025356248783804075
Ti_coord_pointwise_feff_natural,42,81,0.03731862070626169
Ti_coord_pointwise_feff_natural,42,82,0.015757466961567875
Ti_coord_pointwise_feff_natural,42,83,0.017396341785351523
Ti_coord_pointwise_feff_natural,42,84,0.009915736352227682
Ti_coord_pointwise_feff_natural,42,85,0.013931866649127838
Ti_coord_pointwise_feff_natural,42,86,0.009922627418072656
Ti_coord_pointwise_feff_natural,42,87,0.008512255980698167
Ti_coord_pointwise_feff_natural,42,88,0.006596374570671883
Ti_coord_pointwise_feff_natural,42,89,0.009092795047749253
Ti_coord_pointwise_feff_natural,42,90,0.005757109192436937
Ti_coord_pointwise_feff_natural,42,91,0.005822020762878063
Ti_coord_pointwise_feff_natural,42,92,0.006128201432355199
Ti_coord_pointwise_feff_natural,42,93,0.007857029221399364
Ti_coord_pointwise_feff_natural,42,94,0.006087689062221523
Ti_coord_pointwise_feff_natural,42,95,0.00722242724298338
Ti_coord_pointwise_feff_natural,42,96,0.006838825388837035
Ti_coord_pointwise_feff_natural,42,97,0.009334876409904328
Ti_coord_pointwise_feff_natural,42,98,0.009181078396461958
Ti_coord_pointwise_feff_natural,42,99,0.01051411193369383
