run_id,metric,value
Ti_coord_identified_material_r0_s113_untreated,accuracy,0.8451612903225807
Ti_coord_identified_material_r0_s113_untreated,macro_f1,0.8056857418206033
Ti_coord_identified_material_r0_s113_untreated,f1_4,0.7096774193548387
Ti_coord_identified_material_r0_s113_untreated,f1_5,0.8599221789883269
Ti_coord_identified_material_r0_s113_untreated,f1_6,0.847457627118644
Ti_coord_identified_material_r0_s113_treated,accuracy,0.8387096774193549
Ti_coord_identified_material_r0_s113_treated,macro_f1,0.8133570073284941
Ti_coord_identified_material_r0_s113_treated,f1_4,0.7466666666666667
Ti_coord_identified_material_r0_s113_treated,f1_5,0.8472505091649695
Ti_coord_identified_material_r0_s113_treated,f1_6,0.8461538461538461
Ti_coord_identified_material_r1_s113_untreated,accuracy,0.8802660753880266
Ti_coord_identified_material_r1_s113_untreated,macro_f1,0.8628447009332953
Ti_coord_identified_material_r1_s113_untreated,f1_4,0.8181818181818182
Ti_coord_identified_material_r1_s113_untreated,f1_5,0.8851063829787233
Ti_coord_identified_material_r1_s113_untreated,f1_6,0.8852459016393442
Ti_coord_identified_material_r1_s113_treated,accuracy,0.8603104212860311
Ti_coord_identified_material_r1_s113_treated,macro_f1,0.8470237654873417
Ti_coord_identified_material_r1_s113_treated,f1_4,0.8108108108108109
Ti_coord_identified_material_r1_s113_treated,f1_5,0.8609271523178808
Ti_coord_identified_material_r1_s113_treated,f1_6,0.8693333333333333
Ti_coord_spectrum_r0_s113_untreated,accuracy,0.857707509881423
Ti_coord_spectrum_r0_s113_untreated,macro_f1,0.8319817809363591
Ti_coord_spectrum_r0_s113_untreated,f1_4,0.7671232876712328
Ti_coord_spectrum_r0_s113_untreated,f1_5,0.8666666666666667
Ti_coord_spectrum_r0_s113_untreated,f1_6,0.8621553884711779
Ti_coord_spectrum_r0_s113_treated,accuracy,0.8537549407114624
Ti_coord_spectrum_r0_s113_treated,macro_f1,0.8316795068064103
Ti_coord_spectrum_r0_s113_treated,f1_4,0.7777777777777778
Ti_coord_spectrum_r0_s113_treated,f1_5,0.8644688644688645
Ti_coord_spectrum_r0_s113_treated,f1_6,0.8527918781725888
Ti_coord_spectrum_r1_s113_untreated,accuracy,0.8478260869565217
Ti_coord_spectrum_r1_s113_untreated,macro_f1,0.7787503720271073
Ti_coord_spectrum_r1_s113_untreated,f1_4,0.6101694915254238
Ti_coord_spectrum_r1_s113_untreated,f1_5,0.8597449908925319
Ti_coord_spectrum_r1_s113_untreated,f1_6,0.8663366336633663
Ti_coord_spectrum_r1_s113_treated,accuracy,0.8517786561264822
Ti_coord_spectrum_r1_s113_treated,macro_f1,0.7798869555696543
Ti_coord_spectrum_r1_s113_treated,f1_4,0.6071428571428571
Ti_coord_spectrum_r1_s113_treated,f1_5,0.8653500897666068
Ti_coord_spectrum_r1_s113_treated,f1_6,0.8671679197994987
V_coord_identified_material_r0_s113_untreated,accuracy,0.8765027322404372
V_coord_identified_material_r0_s113_untreated,macro_f1,0.8801276110403045
V_coord_identified_material_r0_s113_untreated,f1_4,0.9551166965888689
V_coord_identified_material_r0_s113_untreated,f1_5,0.8364688856729378
V_coord_identified_material_r0_s113_untreated,f1_6,0.8487972508591065
V_coord_identified_material_r0_s113_treated,accuracy,0.8666666666666667
V_coord_identified_material_r0_s113_treated,macro_f1,0.8708566343827489
V_coord_identified_material_r0_s113_treated,f1_4,0.9566787003610109
V_coord_identified_material_r0_s113_treated,f1_5,0.8236994219653179
V_coord_identified_material_r0_s113_treated,f1_6,0.8321917808219178
V_coord_identified_material_r1_s113_untreated,accuracy,0.8731082654249127
V_coord_identified_material_r1_s113_untreated,macro_f1,0.8745378464193942
V_coord_identified_material_r1_s113_untreated,f1_4,0.9584086799276673
V_coord_identified_material_r1_s113_untreated,f1_5,0.8144329896907216
V_coord_identified_material_r1_s113_untreated,f1_6,0.8507718696397941
V_coord_identified_material_r1_s113_treated,accuracy,0.8637951105937136
V_coord_identified_material_r1_s113_treated,macro_f1,0.8661883641313501
V_coord_identified_material_r1_s113_treated,f1_4,0.9595588235294118
V_coord_identified_material_r1_s113_treated,f1_5,0.8033898305084746
V_coord_identified_material_r1_s113_treated,f1_6,0.8356164383561644
V_coord_spectrum_r0_s113_untreated,accuracy,0.9048165137614679
V_coord_spectrum_r0_s113_untreated,macro_f1,0.9040060512282734
V_coord_spectrum_r0_s113_untreated,f1_4,0.9763513513513513
V_coord_spectrum_r0_s113_untreated,f1_5,0.8536155202821869
