comparison_id,element,target,generalization,repeat,fit_seed,first,second,metric,gain,low,high,bootstrap_units
Ti_coord_identified_material_r0_s113,Ti,coord,identified_material,0,113,untreated,treated,macro_f1_gain,0.007671265507890879,-0.028360266827568203,0.04596781349553341,213
Ti_coord_identified_material_r1_s113,Ti,coord,identified_material,1,113,untreated,treated,macro_f1_gain,-0.015820935445953643,-0.049401340430244835,0.016207021193326367,213
Ti_coord_spectrum_r0_s113,Ti,coord,spectrum,0,113,untreated,treated,macro_f1_gain,-0.00030227412994876524,-0.03120448705603145,0.03156432570991659,506
Ti_coord_spectrum_r1_s113,Ti,coord,spectrum,1,113,untreated,treated,macro_f1_gain,0.0011365835425469761,-0.04168985277074931,0.04331555785914359,506
V_coord_identified_material_r0_s113,V,coord,identified_material,0,113,untreated,treated,macro_f1_gain,-0.009270976657555607,-0.021878464005239316,0.0031183900245661915,404
V_coord_identified_material_r1_s113,V,coord,identified_material,1,113,untreated,treated,macro_f1_gain,-0.008349482288044108,-0.02351917989303634,0.0057524006109442,404
V_coord_spectrum_r0_s113,V,coord,spectrum,0,113,untreated,treated,macro_f1_gain,-0.008830458467157243,-0.02031276238265639,0.003417064413020942,872
V_coord_spectrum_r1_s113,V,coord,spectrum,1,113,untreated,treated,macro_f1_gain,-0.000809201532299908,-0.013037242018093836,0.01184547555241035,872
Cr_coord_identified_material_r0_s113,Cr,coord,identified_material,0,113,untreated,treated,macro_f1_gain,-0.008459494380652854,-0.03152752787044984,0.014649157807996556,163
Cr_coord_identified_material_r1_s113,Cr,coord,identified_material,1,113,untreated,treated,macro_f1_gain,0.015399686219899955,0.00033470058230720767,0.03289463261562085,163
Cr_coord_spectrum_r0_s113,Cr,coord,spectrum,0,113,untreated,treated,macro_f1_gain,0.0,-0.024141081605777538,0.02222747877348086,237
Cr_coord_spectrum_r1_s113,Cr,coord,spectrum,1,113,untreated,treated,macro_f1_gain,0.0328629216898122,-0.007181131389484768,0.07405938411676936,237
Mn_coord_identified_material_r0_s113,Mn,coord,identified_material,0,113,untreated,treated,macro_f1_gain,0.012883120330417719,-0.0633056799238127,0.09105749913271444,419
Mn_coord_identified_material_r1_s113,Mn,coord,identified_material,1,113,untreated,treated,macro_f1_gain,-0.040504807330013826,-0.0924905721434715,0.011776529789300086,419
Mn_coord_spectrum_r0_s113,Mn,coord,spectrum,0,113,untreated,treated,macro_f1_gain,0.004317420485360324,-0.033622293521849714,0.04302385817019092,926
Mn_coord_spectrum_r1_s113,Mn,coord,spectrum,1,113,untreated,treated,macro_f1_gain,-0.0021183937618856064,-0.03894160869149602,0.04413623701561804,926
Fe_coord_identified_material_r0_s113,Fe,coord,identified_material,0,113,untreated,treated,macro_f1_gain,-0.02214378399781991,-0.0414217593174894,-0.003732614820135563,389
Fe_coord_identified_material_r1_s113,Fe,coord,identified_material,1,113,untreated,treated,macro_f1_gain,-0.0200752493582248,-0.03802486778478717,-0.0007061166108346368,389
Fe_coord_spectrum_r0_s113,Fe,coord,spectrum,0,113,untreated,treated,macro_f1_gain,0.004088497724231477,-0.01035223909884255,0.01966891164882418,830
Fe_coord_spectrum_r1_s113,Fe,coord,spectrum,1,113,untreated,treated,macro_f1_gain,-0.009778435234024219,-0.026826102478060238,0.005391485601759614,830
Co_coord_identified_material_r0_s113,Co,coord,identified_material,0,113,untreated,treated,macro_f1_gain,-0.018365229803516403,-0.041429947584256686,0.0016965087114319743,250
Co_coord_identified_material_r1_s113,Co,coord,identified_material,1,113,untreated,treated,macro_f1_gain,-0.02125647948112175,-0.04147857513418328,0.0015263739272837647,250
Co_coord_spectrum_r0_s113,Co,coord,spectrum,0,113,untreated,treated,macro_f1_gain,0.0028316372206536045,-0.02538789761496871,0.029948627627837066,474
Co_coord_spectrum_r1_s113,Co,coord,spectrum,1,113,untreated,treated,macro_f1_gain,-0.01862104028905931,-0.03950623249117071,0.005182637641893836,474
Ni_coord_identified_material_r0_s113,Ni,coord,identified_material,0,113,untreated,treated,macro_f1_gain,0.013861287740587258,-0.013077651759316454,0.04971199915722254,214
Ni_coord_identified_material_r1_s113,Ni,coord,identified_material,1,113,untreated,treated,macro_f1_gain,0.007085289993464472,-0.029601271258943778,0.06808005890164459,214
Ni_coord_spectrum_r0_s113,Ni,coord,spectrum,0,113,untreated,treated,macro_f1_gain,-0.009890615484118737,-0.05699609677536958,0.04019398687656873,415
Ni_coord_spectrum_r1_s113,Ni,coord,spectrum,1,113,untreated,treated,macro_f1_gain,0.0175528704607959,-0.03945058836493918,0.08288395143357548,415
Cu_coord_identified_material_r0_s113,Cu,coord,identified_material,0,113,untreated,treated,macro_f1_gain,-0.03395755821305846,-0.0788246190070349,0.005476848215163432,233
Cu_coord_identified_material_r1_s113,Cu,coord,identified_material,1,113,untreated,treated,macro_f1_gain,0.05765222831687411,0.015000946227429434,0.11216952347990533,233
Cu_coord_spectrum_r0_s113,Cu,coord,spectrum,0,113,untreated,treated,macro_f1_gain,0.01905519288387636,-0.01764803281940581,0.05160489145988975,400
Cu_coord_spectrum_r1_s113,Cu,coord,spectrum,1,113,untreated,treated,macro_f1_gain,-0.0406129091196743,-0.07531927251188342,0.0030807654231206744,400
