run_id,source_row,role
Ti_coord_identified_material_r0_s113_untreated,0,train
Ti_coord_identified_material_r0_s113_untreated,1,train
Ti_coord_identified_material_r0_s113_untreated,2,test
Ti_coord_identified_material_r0_s113_untreated,3,test
Ti_coord_identified_material_r0_s113_untreated,4,test
Ti_coord_identified_material_r0_s113_untreated,5,test
Ti_coord_identified_material_r0_s113_untreated,6,validation
Ti_coord_identified_material_r0_s113_untreated,7,train
Ti_coord_identified_material_r0_s113_untreated,8,test
Ti_coord_identified_material_r0_s113_untreated,9,test
Ti_coord_identified_material_r0_s113_untreated,10,validation
Ti_coord_identified_material_r0_s113_untreated,11,test
Ti_coord_identified_material_r0_s113_untreated,12,test
Ti_coord_identified_material_r0_s113_untreated,13,test
Ti_coord_identified_material_r0_s113_untreated,14,test
Ti_coord_identified_material_r0_s113_untreated,15,test
Ti_coord_identified_material_r0_s113_untreated,16,test
Ti_coord_identified_material_r0_s113_untreated,17,test
Ti_coord_identified_material_r0_s113_untreated,18,test
Ti_coord_identified_material_r0_s113_untreated,19,test
Ti_coord_identified_material_r0_s113_untreated,20,test
Ti_coord_identified_material_r0_s113_untreated,21,test
Ti_coord_identified_material_r0_s113_untreated,22,test
Ti_coord_identified_material_r0_s113_untreated,23,train
Ti_coord_identified_material_r0_s113_untreated,24,train
Ti_coord_identified_material_r0_s113_untreated,25,train
Ti_coord_identified_material_r0_s113_untreated,26,train
Ti_coord_identified_material_r0_s113_untreated,27,validation
Ti_coord_identified_material_r0_s113_untreated,28,validation
Ti_coord_identified_material_r0_s113_untreated,29,validation
Ti_coord_identified_material_r0_s113_untreated,30,validation
Ti_coord_identified_material_r0_s113_untreated,31,validation
Ti_coord_identified_material_r0_s113_untreated,32,validation
Ti_coord_identified_material_r0_s113_untreated,33,validation
Ti_coord_identified_material_r0_s113_untreated,34,validation
Ti_coord_identified_material_r0_s113_untreated,35,validation
Ti_coord_identified_material_r0_s113_untreated,36,validation
Ti_coord_identified_material_r0_s113_untreated,37,validation
Ti_coord_identified_material_r0_s113_untreated,38,validation
Ti_coord_identified_material_r0_s113_untreated,39,validation
Ti_coord_identified_material_r0_s113_untreated,40,validation
Ti_coord_identified_material_r0_s113_untreated,41,validation
Ti_coord_identified_material_r0_s113_untreated,42,validation
Ti_coord_identified_material_r0_s113_untreated,43,validation
Ti_coord_identified_material_r0_s113_untreated,44,validation
Ti_coord_identified_material_r0_s113_untreated,45,train
Ti_coord_identified_material_r0_s113_untreated,46,train
Ti_coord_identified_material_r0_s113_untreated,47,train
Ti_coord_identified_material_r0_s113_untreated,48,train
Ti_coord_identified_material_r0_s113_untreated,49,train
