source_row,material_id,origin,bader,white_line,pred_white_line,pred_full
65,mp-777698,scrape,1.9418853333333332,5486.075292929293,2.142260237685763,2.029455809809028
66,mp-777698,scrape,1.9418853333333332,5489.265050505051,2.2383305204597823,1.9539172897481059
67,mp-777698,scrape,1.9418853333333332,5483.948787878788,2.0686508171078124,1.888676278049874
69,mp-849597,scrape,2.2309602500000003,5490.859929292929,2.2755693833085036,2.336590820146825
81,mp-776915,scrape,2.3339144000000003,5505.213838383838,2.289985563474101,2.309173603111772
82,mp-776915,scrape,2.3339144000000003,5490.328303030303,2.2640956672788395,2.3422904165701066
83,mp-776915,scrape,2.3339144000000003,5485.012040404041,2.105926030716034,2.224934248412037
178,mp-774289,scrape,2.2537606,5488.733424242424,2.22412327831871,2.375263254804564
179,mp-774289,scrape,2.2537606,5489.265050505051,2.2383305204597823,2.252169689840608
180,mp-774289,scrape,2.2537606,5488.733424242424,2.22412327831871,2.1826731911944446
181,mp-774289,scrape,2.2537606,5489.796676767677,2.251670120981063,2.277837686111112
232,mp-510568,scrape,2.499479125,5490.328303030303,2.2640956672788395,2.4024415762268525
233,mp-510568,scrape,2.499479125,5490.328303030303,2.2640956672788395,2.321293157093915
239,mp-25643,scrape,2.4498753125,5487.670171717172,2.19333301971764,2.3155498265839953
240,mp-25643,scrape,2.4498753125,5487.670171717172,2.19333301971764,2.2713940874768523
272,mp-543104,scrape,2.2468559999999993,5491.923181818182,2.2955543070507782,2.3491368753829356
295,mp-775792,scrape,1.94710475,5480.75903030303,1.959483634010341,1.8220822683611118
296,mp-614005,scrape,2.1611200000000004,5495.644565656566,2.3340909781569095,2.3444685087288364
304,mp-639787,scrape,2.2429159999999992,5500.9608282828285,2.3220291174374306,2.2877992942152776
310,mp-765069,scrape,1.8478381333333331,5486.075292929293,2.142260237685763,1.8440546182316917
311,mp-765069,scrape,1.8478381333333331,5486.075292929293,2.142260237685763,1.871999302337121
312,mp-765069,scrape,1.8478381333333331,5486.60691919192,2.159830969793195,1.881711609882576
313,mp-765069,scrape,1.8478381333333331,5486.60691919192,2.159830969793195,1.927581897572601
314,mp-765069,scrape,1.8478381333333331,5486.60691919192,2.159830969793195,1.909472273938132
315,mp-765069,scrape,1.8478381333333331,5486.075292929293,2.142260237685763,1.9221288302316921
316,mp-765069,scrape,1.8478381333333331,5486.60691919192,2.159830969793195,1.9466933102853532
317,mp-765069,scrape,1.8478381333333331,5486.60691919192,2.159830969793195,1.909276630662248
339,mp-764947,scrape,2.2979784999999993,5489.796676767677,2.251670120981063,2.3307057115476195
340,mp-764947,scrape,2.2979784999999993,5490.328303030303,2.2640956672788395,2.3192666169120373
397,mp-775377,scrape,2.0388648333333337,5487.670171717172,2.19333301971764,2.2187358194328706
398,mp-775377,scrape,2.0388648333333337,5487.138545454545,2.1768831570745872,2.175052000099536
399,mp-775377,scrape,2.0388648333333337,5487.670171717172,2.19333301971764,2.0679133364330813
433,mp-762253,scrape,2.329898,5488.201797979798,2.209103179163889,2.164241262195708
485,mp-776796,scrape,2.312310666666667,5485.012040404041,2.105926030716034,2.277594698194446
486,mp-776796,scrape,2.312310666666667,5485.012040404041,2.105926030716034,2.2698873823561523
487,mp-776796,scrape,2.312310666666667,5485.5436666666665,2.124260447256048,2.279875411481483
488,mp-776796,scrape,2.312310666666667,5485.012040404041,2.105926030716034,2.2771524941666677
593,mp-776661,scrape,2.278216,5486.075292929293,2.142260237685763,2.340713613759921
594,mp-776661,scrape,2.278216,5495.11293939394,2.3314524913674797,2.2899779918287035
745,mp-764755,scrape,2.2938585,5486.60691919192,2.159830969793195,2.3548412718158063
746,mp-764755,scrape,2.2938585,5490.328303030303,2.2640956672788395,2.330799647607804
772,mp-625285,scrape,2.3467316666666664,5490.328303030303,2.2640956672788395,2.3092193871858466
773,mp-625285,scrape,2.3467316666666664,5489.796676767677,2.251670120981063,2.289291433396826
774,mp-625285,scrape,2.3467316666666664,5486.60691919192,2.159830969793195,2.375866699463624
855,mp-779358,scrape,2.23625,5511.061727272728,2.2602031204071915,2.2731101790099206
863,mp-641959,scrape,2.3590335,5488.733424242424,2.22412327831871,2.3499071184375
864,mp-641959,scrape,2.3590335,5490.859929292929,2.2755693833085036,2.3431871238472213
