source_row,material_id,origin,bader,white_line,pred_white_line,pred_full
6419,mp-767689,scrape,2.3346169999999997,5483.948787878788,2.0584740834634982,2.3064095992569453
5675,mp-605905,scrape,2.2497229999999995,5492.986434343435,2.2768240544666303,2.2635738467129634
2231,mp-778615,scrape,1.9643098333333333,5486.60691919192,2.1259744302859214,1.989771733468435
5327,mp-566438,scrape,2.2119219999999995,5503.087333333334,2.290672007353061,2.3106310082499997
5038,mp-777941,scrape,2.0197955,5484.480414141414,2.0642693078656347,1.9892434233970968
3746,mp-778623,scrape,1.9014955,5485.012040404041,2.072475972452418,1.971470697
1187,mp-850989,scrape,2.284240833333333,5483.948787878788,2.0584740834634982,2.2578454902152796
4383,mp-765832,scrape,1.9698734999999998,5483.948787878788,2.0584740834634982,2.0119091848749995
6070,mp-769592,scrape,1.4970189999999999,5479.695777777778,1.7877205363649342,1.5831116370555558
4655,mp-765361,scrape,1.934602125,5485.5436666666665,2.084998489355341,1.9565084281875007
1192,mp-851035,scrape,2.3312953333333333,5488.733424242424,2.243332949971181,2.3774387326921294
5160,mp-578817,scrape,2.2379175,5493.51806060606,2.267128228308398,2.3165402153412704
991,mp-767740,scrape,1.9975609999999993,5491.923181818182,2.297084065659142,2.040395015972223
242,mp-25646,scrape,2.345212,5487.670171717172,2.183725245815407,2.3821535681967596
272,mp-543104,scrape,2.2468559999999993,5491.923181818182,2.297084065659142,2.3187836931630286
4241,mp-777058,scrape,1.9866364999999997,5486.075292929293,2.102829656386223,2.0032021392951385
3946,mp-767103,scrape,1.965935,5488.733424242424,2.243332949971181,1.968948559638888
3481,mp-767590,scrape,1.5097710000000006,5484.480414141414,2.0642693078656347,1.6226759655416663
1550,mp-769790,scrape,2.122733,5488.201797979798,2.214454391663809,2.2127597923611115
1779,mp-626610,scrape,2.0812939999999998,5488.201797979798,2.214454391663809,2.2341243339027788
4237,mp-777058,scrape,1.9866364999999997,5486.075292929293,2.102829656386223,1.9864948551944444
3256,mp-764844,scrape,2.2083015,5487.138545454545,2.1535033091815543,2.145503348027779
5600,mp-565665,scrape,2.2179960000000003,5498.834323232323,2.332766916230914,2.297329304501984
2453,mp-651814,scrape,2.6286498333333332,5488.733424242424,2.243332949971181,2.3552762137159386
5812,mp-633496,scrape,2.4014291249999995,5491.923181818182,2.297084065659142,2.3031068105277788
4191,mp-764724,scrape,2.1581200000000003,5481.822282828283,2.0030392268299386,2.2468082355208328
5633,mp-765863,scrape,1.89929,5482.353909090909,2.027675465015143,1.9557474610868064
2194,mp-540630,scrape,2.3443436666666666,5504.150585858586,2.284396704041318,2.330622809479168
1409,mp-648893,scrape,2.2086566249999997,5505.745464646465,2.2832027605586966,2.226782231231482
5659,mp-566974,scrape,2.319995,5498.834323232323,2.332766916230914,2.3895148815198413
133,mp-773443,scrape,2.3125664444444447,5490.328303030303,2.2994581057501007,2.3077132184179887
2044,mp-625457,scrape,2.2651261666666667,5486.075292929293,2.102829656386223,2.3595134745119046
2003,mp-775997,scrape,2.167365333333333,5488.733424242424,2.243332949971181,2.0696346063009257
5657,mp-540028,scrape,1.9685749999999995,5491.391555555556,2.303419795276401,2.0074595632638887
2646,mp-18879,scrape,2.03384975,5485.5436666666665,2.084998489355341,1.9454294151458336
3371,mp-767270,scrape,1.9233919999999998,5482.353909090909,2.027675465015143,1.9976328224826387
6170,mp-764497,scrape,2.3359140000000007,5489.265050505051,2.2681656509021506,2.3105058070925923
3610,mp-765903,scrape,1.5274020999999998,5482.353909090909,2.027675465015143,1.5880446031111117
6368,mp-25639,scrape,1.9766220000000008,5487.138545454545,2.1535033091815543,1.9824076827569441
5053,mp-765164,scrape,2.196629,5492.454808080808,2.287509921012734,2.161497136986111
3894,mp-779031,scrape,2.359342,5485.5436666666665,2.084998489355341,2.250728545833334
4622,mp-566224,scrape,2.5926377499999997,5489.265050505051,2.2681656509021506,2.3229803108214293
3235,mp-764785,scrape,1.9761219999999997,5487.138545454545,2.1535033091815543,1.9515557589198236
3367,mp-767251,scrape,2.15462375,5482.8855353535355,2.0432349400206626,2.181425994620371
4285,mp-849986,scrape,1.9910045,5486.075292929293,2.102829656386223,2.0451254235
1585,mp-622170,scrape,2.18659725,5485.5436666666665,2.084998489355341,2.130555915069444
2887,mp-775682,scrape,2.24519475,5504.150585858586,2.284396704041318,2.258349302674603
1317,mp-779391,scrape,2.081915166666666,5487.670171717172,2.183725245815407,2.037747649376263
2149,mp-567133,scrape,2.0471150000000002,5487.138545454545,2.1535033091815543,2.1876266783148157
95,mp-777479,scrape,2.1977670000000007,5490.859929292929,2.3046555366962567,2.220232077789022
5469,mp-19513,scrape,2.1588205,5485.012040404041,2.072475972452418,2.1992916822222233
5143,mp-32405,scrape,1.9845129999999997,5479.164151515151,1.707894984427786,2.0608309599305543
6442,mp-778728,scrape,2.0596875,5482.353909090909,2.027675465015143,2.023924158611112
4381,mp-765832,scrape,1.9698734999999998,5485.012040404041,2.072475972452418,2.0103147255625
4074,mp-619577,scrape,2.1923395,5481.290656565657,1.9672531320511941,2.14126424820139
4429,mp-765918,scrape,1.9825891666666664,5485.5436666666665,2.084998489355341,1.9924379619236108
339,mp-764947,scrape,2.2979784999999993,5489.796676767677,2.2872207592556304,2.3078859719375
2842,mp-775660,scrape,2.1565718000000005,5489.265050505051,2.2681656509021506,2.195054473986111
5196,mp-562207,scrape,2.5685335,5499.36594949495,2.335908807633632,2.2989402103581353
3434,mp-767472,scrape,1.9806355,5483.417161616162,2.0524731343804086,1.9927457847916679
3520,mp-767814,scrape,1.8851243333333336,5497.239444444444,2.3021449106520953,2.0360159337638883
5549,mp-765256,scrape,1.9009579999999993,5481.290656565657,1.9672531320511941,1.8751356049340284
2264,mp-32434,scrape,2.4859159999999996,5505.213838383838,2.2838927862507443,2.292478867801587
4752,mp-769589,scrape,2.085615666666667,5488.733424242424,2.243332949971181,2.0994459279444446
5312,mp-566812,scrape,2.2161965714285707,5502.555707070707,2.2970532774177435,2.247974872511905
1951,mp-768084,scrape,1.9030546363636363,5487.670171717172,2.183725245815407,1.9113297759122474
3364,mp-775091,scrape,1.9080271999999998,5485.012040404041,2.072475972452418,1.8383939096527777
5583,mp-766144,scrape,2.0395174999999997,5482.8855353535355,2.0432349400206626,1.9895681508680552
3315,mp-849447,scrape,2.4902846666666663,5483.417161616162,2.0524731343804086,2.3984952523611094
6436,mp-767735,scrape,1.5409489999999995,5479.164151515151,1.707894984427786,1.5261950471736112
5266,mp-565570,scrape,2.283859285714285,5500.429202020202,2.3303611024617235,2.2824469198333337
5968,mp-850995,scrape,1.9548839999999998,5488.733424242424,2.243332949971181,1.951200463673611
2401,mp-19219,scrape,2.47418625,5501.492454545455,2.314252638128152,2.2871034849345246
4535,mp-779405,scrape,2.035013125,5483.417161616162,2.0524731343804086,2.039138963246529
