source_row,material_id,origin,bader,white_line,pred_white_line,pred_full
29,mp-779941,scrape,2.053846,6022.845616161616,2.075457795470002,2.0997436489322805
85,mp-767022,scrape,2.1014420000000005,6009.0351515151515,1.8552801091679496,2.0630475321336488
128,mp-647813,scrape,1.9870657499999997,6035.593737373737,2.0641441679075476,2.157933273017965
129,mp-647862,scrape,1.9257286249999999,6007.4416363636365,1.8651989795032098,1.9421300200588674
136,mp-540274,scrape,2.0947069999999997,6013.284525252526,1.865139158049204,2.06059544259801
137,mp-540326,scrape,2.082967,6012.753353535353,1.8569698407590767,2.0936023490832034
192,mp-540345,scrape,2.146890999999999,6009.566323232323,1.85110386276554,2.118274999034435
229,mp-764440,scrape,2.08545,6020.720929292929,2.035018817907267,1.9113169053566164
257,mp-850974,scrape,1.1521135000000005,6015.4092121212125,1.9104601986553058,1.6862238804130343
260,mp-778718,scrape,2.1133000000000006,6032.937878787879,2.057473340291273,2.0683691772732278
314,mp-764345,scrape,1.869771,6009.566323232323,1.85110386276554,1.7940534387713092
340,mp-849227,scrape,2.082719000000001,6028.688505050505,2.0695504632312702,2.1032867581394092
351,mp-781615,scrape,1.9850702500000001,6009.0351515151515,1.8552801091679496,1.8741713131060762
372,mp-769775,scrape,2.0623000000000005,6031.344363636364,2.0550586435801357,2.049420399707977
373,mp-769775,scrape,2.0623000000000005,6029.750848484849,2.061153141869133,2.094174542317602
376,mp-850105,scrape,1.9859215,6017.533898989899,1.9610786204107624,2.088616325644151
377,mp-850105,scrape,1.9859215,6019.127414141414,1.9984073669098525,2.0053737770572533
387,mp-769867,scrape,2.0672347500000003,6013.284525252526,1.865139158049204,1.964068681486785
391,mp-769911,scrape,2.10029775,6018.5962424242425,1.9859905319399567,2.0732314037893875
392,mp-769911,scrape,2.10029775,6032.406707070707,2.055924580883753,2.0890491391334876
399,mp-769929,scrape,2.0404850000000003,6034.000222222222,2.0614299682393766,2.0615943250341147
435,mp-18770,scrape,1.9245424999999998,6013.8156969696975,1.874960651145049,1.967387308376732
454,mp-647812,scrape,1.3933535,6009.0351515151515,1.8552801091679496,1.2519267920604527
473,mp-617233,scrape,2.0663297500000004,6027.09498989899,2.0839634431655782,2.1071353094090965
474,mp-617233,scrape,2.0663297500000004,6030.28202020202,2.058119297394333,2.085728275208459
475,mp-617233,scrape,2.0663297500000004,6031.344363636364,2.0550586435801357,2.0726148824043675
476,mp-617233,scrape,2.0663297500000004,6030.813191919192,2.056069871908465,2.0681035844233366
492,mp-777918,scrape,1.780876,6008.50397979798,1.8594531479491576,1.8287429610624593
493,mp-777918,scrape,1.780876,6007.972808080808,1.8629504591888175,1.9061098072452047
508,mp-781054,scrape,2.1172263333333334,6016.471555555556,1.9358723170861465,2.2624217151519033
509,mp-781054,scrape,2.1172263333333334,6024.439131313131,2.091019173297789,2.2765957586489005
510,mp-781054,scrape,2.1172263333333334,6015.940383838384,1.9231496900828549,2.3133661502572105
511,mp-781054,scrape,2.1172263333333334,6017.0027272727275,1.9485246892725683,2.2685399225462493
512,mp-764630,scrape,2.0592659999999996,6034.000222222222,2.0614299682393766,2.07963417631936
513,mp-764630,scrape,2.0592659999999996,6031.875535353535,2.0550511239584184,2.082096292583003
536,mp-19303,scrape,1.8404202500000002,6011.159838383838,1.8450461683787056,1.8022537722060938
537,mp-19587,scrape,1.93416225,6012.2221818181815,1.8507810149956043,1.9147011451595564
540,mp-24901,scrape,2.2014115,6030.28202020202,2.058119297394333,2.1275843977108893
551,mp-18881,scrape,2.1010515,6014.346868686869,1.8860454371582445,1.8707979569068358
557,mp-540293,scrape,2.1386992499999997,6019.127414141414,1.9984073669098525,2.0736630897607102
558,mp-540293,scrape,2.1386992499999997,6021.252101010101,2.0465161222285246,2.1524604577194757
572,mp-540444,scrape,1.8013073333333338,6009.0351515151515,1.8552801091679496,1.6047807958600058
575,mp-540463,scrape,1.9184485000000002,6012.2221818181815,1.8507810149956043,1.9093665746040336
578,mp-540528,scrape,2.1418245000000002,6019.127414141414,1.9984073669098525,1.9068470517267189
579,mp-540528,scrape,2.1418245000000002,6015.4092121212125,1.9104601986553058,1.926398598369655
609,mp-565616,scrape,2.2296622499999996,6032.937878787879,2.057473340291273,2.101667525397616
610,mp-565639,scrape,2.012972125,6017.533898989899,1.9610786204107624,2.053924136841512
611,mp-565639,scrape,2.012972125,6033.46905050505,2.0594196425939426,2.0849239461158158
617,mp-542196,scrape,2.069326,6034.000222222222,2.0614299682393766,2.1510524439428425
640,mp-19055,scrape,2.17169675,6020.720929292929,2.035018817907267,2.137372971860385
653,mp-18906,scrape,1.995798,6010.097494949495,1.8476120353566043,1.8382083279987858
656,mp-19155,scrape,2.228912375,6025.501474747474,2.0925288076647908,2.152943299536959
662,mp-19299,scrape,1.9150620000000007,6013.284525252526,1.865139158049204,1.8020918561251766
664,mp-19357,scrape,1.8085733333333327,6006.910464646465,1.865804111999786,1.8354307166060786
669,mp-19401,scrape,1.9844748333333335,6010.6286666666665,1.8454280637226208,1.9432279727394473
678,mp-18725,scrape,1.8302554999999998,6008.50397979798,1.8594531479491576,1.8751755358377884
692,mp-566883,scrape,2.060644,6032.406707070707,2.055924580883753,2.1445106226769797
693,mp-566883,scrape,2.060644,6030.28202020202,2.058119297394333,2.1573789301405677
706,mp-31692,scrape,2.049671,6006.379292929293,1.8646131816690588,1.936643367909321
710,mp-39010,scrape,1.8154599999999999,6010.6286666666665,1.8454280637226208,1.7709339845700662
741,mp-775969,scrape,1.8451273333333333,6010.6286666666665,1.8454280637226208,1.86660365445521
757,mp-780588,scrape,1.7458986666666672,6012.753353535353,1.8569698407590767,1.74959008506718
785,mp-778621,scrape,2.012537076923077,6011.69101010101,1.8467874750944757,1.9503591687932245
786,mp-778621,scrape,2.012537076923077,6011.69101010101,1.8467874750944757,2.0120471962106175
787,mp-778621,scrape,2.012537076923077,6012.2221818181815,1.8507810149956043,1.9967527019431726
788,mp-778621,scrape,2.012537076923077,6011.69101010101,1.8467874750944757,1.9866791997751145
789,mp-778621,scrape,2.012537076923077,6011.69101010101,1.8467874750944757,1.969792849920301
790,mp-778621,scrape,2.012537076923077,6012.753353535353,1.8569698407590767,1.9996296250987942
797,mp-770321,scrape,1.8355829999999997,6012.2221818181815,1.8507810149956043,1.8351351480914944
805,mp-775291,scrape,2.048868666666667,6031.344363636364,2.0550586435801357,2.1033218618618656
806,mp-775291,scrape,2.048868666666667,6032.406707070707,2.055924580883753,2.1315888650595705
811,mp-775710,scrape,1.4637244999999999,6013.284525252526,1.865139158049204,1.647773850466299
812,mp-775710,scrape,1.4637244999999999,6015.4092121212125,1.9104601986553058,1.546383009083654
878,mp-770341,scrape,1.7703710000000008,6010.6286666666665,1.8454280637226208,1.7284085349471878
932,mp-769711,scrape,1.8123093333333327,6012.753353535353,1.8569698407590767,1.7814194093217188
933,mp-769711,scrape,1.8123093333333327,6012.753353535353,1.8569698407590767,1.807247474048509
997,mp-779895,scrape,1.516425,6018.5962424242425,1.9859905319399567,1.489769384334478
1040,mp-780190,scrape,2.0520320000000005,6032.937878787879,2.057473340291273,2.085191636836592
1041,mp-780190,scrape,2.0520320000000005,6033.46905050505,2.0594196425939426,2.1231378368766407
1043,mp-780214,scrape,1.7952233333333332,6010.6286666666665,1.8454280637226208,1.7656134061253637
1052,mp-641100,scrape,2.05097725,6029.750848484849,2.061153141869133,2.096195257332072
1053,mp-641100,scrape,2.05097725,6030.813191919192,2.056069871908465,2.0606982920902945
1054,mp-641100,scrape,2.05097725,6032.406707070707,2.055924580883753,2.050955459606676
1055,mp-641100,scrape,2.05097725,6031.875535353535,2.0550511239584184,2.078718642755186
1061,mp-769981,scrape,1.784897333333334,6009.566323232323,1.85110386276554,1.742581302333394
1069,mp-850972,scrape,1.7295770000000008,6010.097494949495,1.8476120353566043,1.7613459944561942
1070,mp-850972,scrape,1.7295770000000008,6011.159838383838,1.8450461683787056,1.7804080512184794
1074,mp-770224,scrape,1.7767616666666666,6012.2221818181815,1.8507810149956043,1.7733981255410236
1085,mp-770328,scrape,1.7785936666666666,6012.2221818181815,1.8507810149956043,1.7689915304011585
1088,mp-770383,scrape,1.5788609999999998,6015.4092121212125,1.9104601986553058,1.7189137749919206
1122,mp-767104,scrape,1.431393,6009.0351515151515,1.8552801091679496,1.4786946882021872
1161,mp-780501,scrape,2.1215720000000005,6032.406707070707,2.055924580883753,2.112319927303848
1222,mp-777464,scrape,1.753119666666666,6012.753353535353,1.8569698407590767,1.8197955416079759
1223,mp-777464,scrape,1.753119666666666,6012.753353535353,1.8569698407590767,1.8194247148249643
1242,mp-770005,scrape,1.9979449999999996,6010.6286666666665,1.8454280637226208,1.8760946368318412
1243,mp-770010,scrape,1.8345970000000005,6010.6286666666665,1.8454280637226208,1.8833721029244144
1244,mp-765927,scrape,1.7464434999999998,6012.2221818181815,1.8507810149956043,1.8896440548811615
1245,mp-777627,scrape,2.0224320000000002,6007.4416363636365,1.8651989795032098,1.8441976604543366
1254,mp-851026,scrape,1.9006530000000001,6012.753353535353,1.8569698407590767,1.9011453943369514
1257,mp-779220,scrape,1.8928073333333337,6015.940383838384,1.9231496900828549,1.9264484490458984
1258,mp-779220,scrape,1.8928073333333337,6004.785777777778,1.8529758220982184,1.9996490418858384
1302,mp-778395,scrape,1.9086145,6007.972808080808,1.8629504591888175,2.1804066732602063
1306,mp-778534,scrape,1.9529169999999993,6009.566323232323,1.85110386276554,1.9701993331770897
1317,mp-776068,scrape,1.7969286666666668,6012.753353535353,1.8569698407590767,1.785986699685023
1318,mp-776068,scrape,1.7969286666666668,6012.753353535353,1.8569698407590767,1.788410559230723
1349,mp-769596,scrape,1.7277915000000004,6010.097494949495,1.8476120353566043,1.7427849793067303
1350,mp-769596,scrape,1.7277915000000004,6010.6286666666665,1.8454280637226208,1.7618108402282429
1355,mp-615884,scrape,2.4189695,6019.658585858586,2.010783855178708,2.1162706144316648
1372,mp-849254,scrape,2.143675333333334,6007.972808080808,1.8629504591888175,2.107258835627276
1427,mp-782640,scrape,1.9353339999999997,6030.28202020202,2.058119297394333,2.104883437397902
1433,mp-778074,scrape,2.2198399999999996,6010.6286666666665,1.8454280637226208,2.1015679880101517
1436,mp-776748,scrape,2.1511025000000004,6007.972808080808,1.8629504591888175,1.9861803428559281
1437,mp-776748,scrape,2.1511025000000004,6008.50397979798,1.8594531479491576,2.015207577328367
1443,mp-779348,scrape,1.788646,6010.6286666666665,1.8454280637226208,1.8415891714451185
1444,mp-504356,scrape,1.500381,6015.940383838384,1.9231496900828549,1.4785875847336172
1445,mp-504356,scrape,1.500381,6008.50397979798,1.8594531479491576,1.383436704365871
1461,mp-540260,scrape,1.4875559999999997,6019.127414141414,1.9984073669098525,1.3633538246256203
1485,mp-579770,scrape,1.4647583333333334,6016.471555555556,1.9358723170861465,1.376621553071915
1491,mp-765411,scrape,1.7108329999999992,6009.0351515151515,1.8552801091679496,1.7552590902612646
1492,mp-565232,scrape,2.023533499999999,6028.688505050505,2.0695504632312702,2.1195287973783894
1493,mp-565232,scrape,2.023533499999999,6027.626161616162,2.0793485838401535,2.046953386731148
1494,mp-585354,scrape,1.5453720000000004,6007.972808080808,1.8629504591888175,1.4804021062488606
1498,mp-541174,scrape,1.8554754999999998,6008.50397979798,1.8594531479491576,1.7872626972221801
1505,mp-565644,scrape,1.820090333333333,6017.533898989899,1.9610786204107624,1.7931642099977736
1507,mp-505800,scrape,2.040959,6009.566323232323,1.85110386276554,1.8998798041346148
1508,mp-505800,scrape,2.040959,6007.972808080808,1.8629504591888175,1.9190765867857642
1519,mp-566772,scrape,1.4568569999999994,6014.346868686869,1.8860454371582445,1.4799590850349795
1520,mp-510368,scrape,2.2553007499999995,6014.346868686869,1.8860454371582445,2.1939275542879013
1542,mp-25497,scrape,2.1606303749999998,6036.65608080808,2.059796375357582,2.037949494152275
1568,mp-770226,scrape,1.7971226666666666,6012.753353535353,1.8569698407590767,1.7587640454560856
