source_row,material_id,origin,bader,white_line,pred_white_line,pred_full
27,mp-656884,scrape,1.275576444444444,8352.852656565656,1.3341544765950637,1.2754638388618103
28,mp-656884,scrape,1.275576444444444,8352.852656565656,1.3341544765950637,1.2626401083232717
29,mp-656884,scrape,1.275576444444444,8352.852656565656,1.3341544765950637,1.2587730476925691
30,mp-656884,scrape,1.275576444444444,8353.380161616162,1.3317457682493135,1.2670736798408262
68,mp-646522,scrape,1.2670552499999999,8348.105111111112,1.3414017150185351,1.2884815540227514
70,mp-764910,scrape,1.4536039999999997,8349.687626262627,1.3435791200646396,1.37055644203835
71,mp-764910,scrape,1.4536039999999997,8350.742636363637,1.341950968297585,1.4298122902175825
72,mp-782704,scrape,1.456473833333333,8349.687626262627,1.3435791200646396,1.3928429392085615
73,mp-782704,scrape,1.456473833333333,8350.742636363637,1.341950968297585,1.3964302306897007
74,mp-782704,scrape,1.456473833333333,8351.270141414141,1.3404436948431282,1.3939744263044886
143,mp-694965,scrape,1.3838240000000002,8354.435171717172,1.326924855046227,1.3486831357124602
144,mp-694965,scrape,1.3838240000000002,8354.435171717172,1.326924855046227,1.3427415082779919
145,mp-694965,scrape,1.3838240000000002,8356.017686868687,1.3206586102238735,1.3487088379284808
148,mp-767653,scrape,1.1441822499999998,8352.325151515151,1.3364613778031953,1.3118903247699196
149,mp-767653,scrape,1.1441822499999998,8352.325151515151,1.3364613778031953,1.3300759379528095
150,mp-767653,scrape,1.1441822499999998,8352.852656565656,1.3341544765950637,1.3023716987253606
151,mp-767653,scrape,1.1441822499999998,8352.852656565656,1.3341544765950637,1.2584252653172356
232,mvc-10888,scrape,1.3986639999999992,8353.380161616162,1.3317457682493135,1.3754605873264272
279,mp-540844,scrape,1.3570348750000003,8350.742636363637,1.341950968297585,1.2288357772278098
311,mp-764814,scrape,1.3671244444444441,8353.380161616162,1.3317457682493135,1.3401135569632687
312,mp-764814,scrape,1.3671244444444441,8352.852656565656,1.3341544765950637,1.2805820970332922
313,mp-764814,scrape,1.3671244444444441,8358.127707070707,1.3160391993416285,1.3213864400171536
314,mp-764814,scrape,1.3671244444444441,8372.897848484849,1.356498024836298,1.351286099986666
315,mp-764814,scrape,1.3671244444444441,8351.797646464647,1.3385856213703289,1.339931034477131
316,mp-764814,scrape,1.3671244444444441,8353.380161616162,1.3317457682493135,1.3093618658895256
317,mp-764814,scrape,1.3671244444444441,8351.270141414141,1.3404436948431282,1.3611084218965033
468,mp-778760,scrape,1.368214375,8349.687626262627,1.3435791200646396,1.3330066789901804
469,mp-778760,scrape,1.368214375,8353.380161616162,1.3317457682493135,1.3817417010939443
470,mp-778760,scrape,1.368214375,8358.655212121212,1.3157214573048306,1.3516634316943448
513,mp-868300,scrape,1.247940125,8350.21513131313,1.343023364437865,1.1421665156266818
514,mp-868300,scrape,1.247940125,8348.105111111112,1.3414017150185351,1.1392911432986819
556,mp-767813,scrape,1.4844582499999999,8348.632616161616,1.3428361159013553,1.4757634226036571
617,mp-643029,scrape,1.3278945000000002,8348.105111111112,1.3414017150185351,1.293316422126817
618,mp-643029,scrape,1.3278945000000002,8348.632616161616,1.3428361159013553,1.336496884076188
