source_row,material_id,origin,bader,white_line,pred_white_line,pred_full
81,mp-769849,scrape,1.56342625,7733.057676767677,1.508200254078993,1.5483149474850426
82,mp-769849,scrape,1.56342625,7733.586262626262,1.5098556783657489,1.5623261196089746
83,mp-769849,scrape,1.56342625,7733.586262626262,1.5098556783657489,1.565474305479396
84,mp-849598,scrape,1.579697,7734.643434343434,1.4931050068585265,1.5502041849700852
95,mp-19128,scrape,1.2358557499999998,7727.243232323232,1.4380689978719123,1.4283279903055555
114,mp-764999,scrape,1.473879,7731.471919191919,1.4731310654529512,1.487183111934524
152,mp-763702,scrape,1.5155710000000002,7733.057676767677,1.508200254078993,1.5024578283948413
153,mp-763702,scrape,1.5155710000000002,7732.529090909091,1.5004405020874143,1.5152648619615379
181,mp-764919,scrape,1.6652036666666667,7730.414747474748,1.4442251925087068,1.5604444944980163
182,mp-764919,scrape,1.6652036666666667,7730.943333333334,1.4578286037859471,1.5915535571130952
183,mp-764919,scrape,1.6652036666666667,7735.700606060606,1.4566117945679782,1.5593345899861109
184,mp-764919,scrape,1.6652036666666667,7733.057676767677,1.508200254078993,1.5255903128162394
194,mp-764811,scrape,1.5742985,7730.414747474748,1.4442251925087068,1.5928850841547615
195,mp-764811,scrape,1.5742985,7730.414747474748,1.4442251925087068,1.6435095964246025
196,mp-764811,scrape,1.5742985,7732.529090909091,1.5004405020874143,1.5661239988782052
266,mp-780865,scrape,1.5897633333333336,7728.300404040404,1.4281121438642517,1.5598802423611104
267,mp-780865,scrape,1.5897633333333336,7727.771818181818,1.432650309400527,1.553694961767857
268,mp-774082,scrape,1.5561105,7733.586262626262,1.5098556783657489,1.5100210385879118
269,mp-774082,scrape,1.5561105,7733.586262626262,1.5098556783657489,1.5185263973589735
389,mp-764887,scrape,1.450719333333333,7728.82898989899,1.4260930527056177,1.4160114241807849
390,mp-764887,scrape,1.450719333333333,7728.300404040404,1.4281121438642517,1.42431637116336
391,mp-764887,scrape,1.450719333333333,7729.886161616161,1.4339171507512263,1.4093142982361113
392,mp-764887,scrape,1.450719333333333,7729.886161616161,1.4339171507512263,1.3529493126752647
393,mp-764887,scrape,1.450719333333333,7756.84404040404,1.7736412499126215,1.5629272836206507
504,mp-762878,scrape,1.4410262666666667,7731.471919191919,1.4731310654529512,1.469002557190477
505,mp-762878,scrape,1.4410262666666667,7729.886161616161,1.4339171507512263,1.4832248612406898
506,mp-762878,scrape,1.4410262666666667,7730.414747474748,1.4442251925087068,1.4666121164035402
507,mp-762878,scrape,1.4410262666666667,7729.886161616161,1.4339171507512263,1.5531128598275337
508,mp-762878,scrape,1.4410262666666667,7730.943333333334,1.4578286037859471,1.485629700888889
509,mp-762878,scrape,1.4410262666666667,7730.414747474748,1.4442251925087068,1.4241340979960821
510,mp-762878,scrape,1.4410262666666667,7730.414747474748,1.4442251925087068,1.5203204288195966
511,mp-762878,scrape,1.4410262666666667,7730.943333333334,1.4578286037859471,1.4790043222936509
