source_row,material_id,origin,bader,white_line,pred_white_line,pred_full
85,mp-767022,scrape,2.1014420000000005,6009.0351515151515,1.8494882744455026,2.1235598143269248
86,mp-766756,scrape,1.822384,6010.097494949495,1.8282740819333831,1.7846500880833336
129,mp-647862,scrape,1.9257286249999999,6007.4416363636365,1.8679893679290482,1.9034638555694434
136,mp-540274,scrape,2.0947069999999997,6013.284525252526,1.8519312453957357,2.089299262708333
170,mp-851269,scrape,1.9462990000000007,6009.0351515151515,1.8494882744455026,1.927451281188034
171,mp-851269,scrape,1.9462990000000007,6011.159838383838,1.8172024253233148,1.9328668027158116
176,mp-775457,scrape,1.5211050000000004,6014.878040404041,1.9130500738620824,1.4924425812499995
187,mp-780676,scrape,2.0719322499999997,6034.531393939394,2.0756447083098903,1.9962985422916668
229,mp-764440,scrape,2.08545,6020.720929292929,2.034981320992117,1.939018314777778
250,mp-31626,scrape,1.6027462499999998,6009.566323232323,1.8384363853916543,1.546528057916666
254,mp-18956,scrape,2.1248180000000003,6024.439131313131,2.084283838719739,2.145208339999999
257,mp-850974,scrape,1.1521135000000005,6015.4092121212125,1.9339612707888516,2.067303422212302
315,mp-764409,scrape,1.9943375000000003,6013.8156969696975,1.8707691180001602,1.9966336843674375
340,mp-849227,scrape,2.082719000000001,6028.688505050505,2.0670235490790283,2.0862907311011902
378,mp-850118,scrape,1.5479570000000002,6006.379292929293,1.8505567613880218,1.519232808472222
399,mp-769929,scrape,2.0404850000000003,6034.000222222222,2.0731507544669743,2.0777750455555553
411,mp-770390,scrape,2.0623495,6032.937878787879,2.0654720000638696,2.0829385674999994
412,mp-770390,scrape,2.0623495,6023.376787878788,2.0719564412743945,2.143254713472223
413,mp-770390,scrape,2.0623495,6030.813191919192,2.054911404241686,2.1661206342361123
414,mp-770390,scrape,2.0623495,6025.501474747474,2.0897758234988557,2.1832195442361124
443,mp-849216,scrape,1.9029712499999998,6011.69101010101,1.8184960657172662,1.9161319090747864
473,mp-617233,scrape,2.0663297500000004,6027.09498989899,2.0832852938037867,2.0649836134722226
474,mp-617233,scrape,2.0663297500000004,6030.28202020202,2.0557076289350555,2.0724644058333324
475,mp-617233,scrape,2.0663297500000004,6031.344363636364,2.0557528220074457,2.0608456267361097
476,mp-617233,scrape,2.0663297500000004,6030.813191919192,2.054911404241686,2.061889818402776
495,mp-765105,scrape,2.2776685,6021.783272727273,2.048604671813192,2.281646685000001
496,mp-765105,scrape,2.2776685,6014.878040404041,1.9130500738620824,2.27505692842262
540,mp-24901,scrape,2.2014115,6030.28202020202,2.0557076289350555,2.138560398055555
546,mp-504573,scrape,1.8740946250000003,6010.6286666666665,1.8207461328947587,1.798230042722221
561,mp-540340,scrape,2.1414765000000004,6015.4092121212125,1.9339612707888516,2.0417950158750005
562,mp-540340,scrape,2.1414765000000004,6009.0351515151515,1.8494882744455026,2.1274585668985053
563,mp-505562,scrape,1.8718080000000001,6010.6286666666665,1.8207461328947587,1.8172606190138887
568,mp-31703,scrape,2.42510375,6011.159838383838,1.8172024253233148,2.188568907291668
569,mp-24898,scrape,1.9214179999999998,6011.69101010101,1.8184960657172662,1.8387722462499996
617,mp-542196,scrape,2.069326,6034.000222222222,2.0731507544669743,2.1210005943749994
640,mp-19055,scrape,2.17169675,6020.720929292929,2.034981320992117,2.1693069846527773
642,mp-24899,scrape,1.83875825,6008.50397979798,1.8594403145701823,1.8793403589305557
645,mp-24906,scrape,1.9130335,6012.753353535353,1.8363099441354456,1.8472684158247872
647,mp-24916,scrape,2.13484025,6024.970303030303,2.088032248872891,2.1701899676388887
649,mp-24920,scrape,2.273708,6027.626161616162,2.0782430477913563,2.122563774097222
659,mp-19232,scrape,1.9839339999999996,5995.224686868687,2.1701576535231166,2.0717020177777785
660,mp-19262,scrape,1.8970708750000003,6008.50397979798,1.8594403145701823,1.858569824319444
