model_id,seed,feature_index,importance
Ti_md_pointwise_feff_natural,42,0,0.007232819309219306
Ti_md_pointwise_feff_natural,42,1,0.0061104034273079064
Ti_md_pointwise_feff_natural,42,2,0.006622842605333288
Ti_md_pointwise_feff_natural,42,3,0.005326026887061182
Ti_md_pointwise_feff_natural,42,4,0.006388026090219823
Ti_md_pointwise_feff_natural,42,5,0.007573599288525548
Ti_md_pointwise_feff_natural,42,6,0.008730308837506747
Ti_md_pointwise_feff_natural,42,7,0.008343676828861384
Ti_md_pointwise_feff_natural,42,8,0.013074808249545244
Ti_md_pointwise_feff_natural,42,9,0.014629560538344714
Ti_md_pointwise_feff_natural,42,10,0.019123541695420146
Ti_md_pointwise_feff_natural,42,11,0.01416036440762455
Ti_md_pointwise_feff_natural,42,12,0.00829994137242384
Ti_md_pointwise_feff_natural,42,13,0.016357561502366624
Ti_md_pointwise_feff_natural,42,14,0.028534260183056395
Ti_md_pointwise_feff_natural,42,15,0.037691716888071304
Ti_md_pointwise_feff_natural,42,16,0.03500373125841538
Ti_md_pointwise_feff_natural,42,17,0.02966802517953381
Ti_md_pointwise_feff_natural,42,18,0.018550839010663515
Ti_md_pointwise_feff_natural,42,19,0.005731926540939857
Ti_md_pointwise_feff_natural,42,20,0.006261144429416158
Ti_md_pointwise_feff_natural,42,21,0.005930629114082026
Ti_md_pointwise_feff_natural,42,22,0.004309607562620304
Ti_md_pointwise_feff_natural,42,23,0.004450541837449977
Ti_md_pointwise_feff_natural,42,24,0.004530038625932598
Ti_md_pointwise_feff_natural,42,25,0.002993322627555234
Ti_md_pointwise_feff_natural,42,26,0.0035105350660375356
Ti_md_pointwise_feff_natural,42,27,0.0034746464668866973
Ti_md_pointwise_feff_natural,42,28,0.0029152432988995324
Ti_md_pointwise_feff_natural,42,29,0.0025410911769110306
Ti_md_pointwise_feff_natural,42,30,0.0038231843859473404
Ti_md_pointwise_feff_natural,42,31,0.0057251751229734004
Ti_md_pointwise_feff_natural,42,32,0.0060111571183864895
Ti_md_pointwise_feff_natural,42,33,0.007513962598788706
Ti_md_pointwise_feff_natural,42,34,0.008680779439282381
Ti_md_pointwise_feff_natural,42,35,0.008543864701489774
Ti_md_pointwise_feff_natural,42,36,0.009039752005971975
Ti_md_pointwise_feff_natural,42,37,0.012283879925112855
Ti_md_pointwise_feff_natural,42,38,0.013181828548625625
