comparison_id,element,target,generalization,repeat,fit_seed,first,second,metric,gain,low,high,bootstrap_units
Ti_bader_identified_material_r0_s113,Ti,bader,identified_material,0,113,full,white_line,mae_reduction,-0.03343489876274687,-0.05322237047965722,-0.013638298744242213,141
Ti_bader_identified_material_r1_s113,Ti,bader,identified_material,1,113,full,white_line,mae_reduction,-0.025913122395714014,-0.04618907091739103,-0.008352321171257459,141
V_bader_identified_material_r0_s113,V,bader,identified_material,0,113,full,white_line,mae_reduction,-0.06858435194325946,-0.09086316896506,-0.05012579899605892,261
V_bader_identified_material_r1_s113,V,bader,identified_material,1,113,full,white_line,mae_reduction,-0.07470602801418495,-0.09082657572974263,-0.06119496801161866,261
Cr_bader_identified_material_r0_s113,Cr,bader,identified_material,0,113,full,white_line,mae_reduction,-0.08614040953762711,-0.10435754830673317,-0.06602390711433924,126
Cr_bader_identified_material_r1_s113,Cr,bader,identified_material,1,113,full,white_line,mae_reduction,-0.07769422975661332,-0.09795622575360552,-0.057783430330400565,126
Mn_bader_identified_material_r0_s113,Mn,bader,identified_material,0,113,full,white_line,mae_reduction,-0.09825463271852695,-0.1136737089137402,-0.0803139078557592,255
Mn_bader_identified_material_r1_s113,Mn,bader,identified_material,1,113,full,white_line,mae_reduction,-0.08631883964024635,-0.10269587673533564,-0.07077233562443677,255
Fe_bader_identified_material_r0_s113,Fe,bader,identified_material,0,113,full,white_line,mae_reduction,-0.12168869386669967,-0.15960473404170347,-0.0918801154608471,255
Fe_bader_identified_material_r1_s113,Fe,bader,identified_material,1,113,full,white_line,mae_reduction,-0.08994458968931326,-0.10997947636586251,-0.07161246052651436,255
Co_bader_identified_material_r0_s113,Co,bader,identified_material,0,113,full,white_line,mae_reduction,-0.08190407260770624,-0.11478616408521446,-0.05250975589724109,167
Co_bader_identified_material_r1_s113,Co,bader,identified_material,1,113,full,white_line,mae_reduction,-0.09394555536711141,-0.12392181088861444,-0.06504247560908688,167
Ni_bader_identified_material_r0_s113,Ni,bader,identified_material,0,113,full,white_line,mae_reduction,-0.025689130331022214,-0.034178073901313874,-0.018483685138937608,152
Ni_bader_identified_material_r1_s113,Ni,bader,identified_material,1,113,full,white_line,mae_reduction,-0.02391996802002365,-0.03862109230972468,-0.011410136956370356,152
Cu_bader_identified_material_r0_s113,Cu,bader,identified_material,0,113,full,white_line,mae_reduction,-0.07369717506068862,-0.09386794120668127,-0.0568296470070349,155
Cu_bader_identified_material_r1_s113,Cu,bader,identified_material,1,113,full,white_line,mae_reduction,-0.07872556653451146,-0.09913148404046786,-0.05906383252724811,155
