run_id,metric,value
Ti_bader_identified_material_r0_s113_full,mae,0.06820818243613404
Ti_bader_identified_material_r0_s113_full,r2,0.6470614425158938
Ti_bader_identified_material_r0_s113_white_line,mae,0.10164308119888091
Ti_bader_identified_material_r0_s113_white_line,r2,0.03548635630055286
Ti_bader_identified_material_r1_s113_full,mae,0.07244298887374187
Ti_bader_identified_material_r1_s113_full,r2,0.6256988922480238
Ti_bader_identified_material_r1_s113_white_line,mae,0.09835611126945588
Ti_bader_identified_material_r1_s113_white_line,r2,0.015914613034329728
V_bader_identified_material_r0_s113_full,mae,0.07205164655752078
V_bader_identified_material_r0_s113_full,r2,0.8379009195618774
V_bader_identified_material_r0_s113_white_line,mae,0.14063599850078023
V_bader_identified_material_r0_s113_white_line,r2,0.3564803005054449
V_bader_identified_material_r1_s113_full,mae,0.07091254588465006
V_bader_identified_material_r1_s113_full,r2,0.8120122306879252
V_bader_identified_material_r1_s113_white_line,mae,0.145618573898835
V_bader_identified_material_r1_s113_white_line,r2,0.32296379122140906
Cr_bader_identified_material_r0_s113_full,mae,0.06189618418991937
Cr_bader_identified_material_r0_s113_full,r2,0.7646916798150808
Cr_bader_identified_material_r0_s113_white_line,mae,0.1480365937275465
Cr_bader_identified_material_r0_s113_white_line,r2,0.2191350266342671
Cr_bader_identified_material_r1_s113_full,mae,0.06376470995416302
Cr_bader_identified_material_r1_s113_full,r2,0.7595055298491509
Cr_bader_identified_material_r1_s113_white_line,mae,0.14145893971077633
Cr_bader_identified_material_r1_s113_white_line,r2,0.1514551609521918
Mn_bader_identified_material_r0_s113_full,mae,0.0667502647894055
Mn_bader_identified_material_r0_s113_full,r2,0.7981528785710624
Mn_bader_identified_material_r0_s113_white_line,mae,0.16500489750793246
Mn_bader_identified_material_r0_s113_white_line,r2,0.07019502293662294
Mn_bader_identified_material_r1_s113_full,mae,0.06347032869347026
Mn_bader_identified_material_r1_s113_full,r2,0.8041949265694619
Mn_bader_identified_material_r1_s113_white_line,mae,0.1497891683337166
Mn_bader_identified_material_r1_s113_white_line,r2,0.17417171146982513
Fe_bader_identified_material_r0_s113_full,mae,0.10256071112926163
Fe_bader_identified_material_r0_s113_full,r2,0.7966410378166354
Fe_bader_identified_material_r0_s113_white_line,mae,0.2242494049959613
Fe_bader_identified_material_r0_s113_white_line,r2,0.0015958194354547262
Fe_bader_identified_material_r1_s113_full,mae,0.10597924246308302
Fe_bader_identified_material_r1_s113_full,r2,0.7121572666542737
Fe_bader_identified_material_r1_s113_white_line,mae,0.19592383215239628
Fe_bader_identified_material_r1_s113_white_line,r2,0.057766072741783026
Co_bader_identified_material_r0_s113_full,mae,0.0732902094539905
Co_bader_identified_material_r0_s113_full,r2,0.8049982102310724
Co_bader_identified_material_r0_s113_white_line,mae,0.15519428206169675
Co_bader_identified_material_r0_s113_white_line,r2,0.053604378644691364
Co_bader_identified_material_r1_s113_full,mae,0.0694541118345463
Co_bader_identified_material_r1_s113_full,r2,0.8342795532234307
Co_bader_identified_material_r1_s113_white_line,mae,0.16339966720165772
Co_bader_identified_material_r1_s113_white_line,r2,0.008916784000168043
Ni_bader_identified_material_r0_s113_full,mae,0.06726087080574585
Ni_bader_identified_material_r0_s113_full,r2,0.5152410802791595
Ni_bader_identified_material_r0_s113_white_line,mae,0.09295000113676806
Ni_bader_identified_material_r0_s113_white_line,r2,0.06754376641077997
Ni_bader_identified_material_r1_s113_full,mae,0.06766471965947622
Ni_bader_identified_material_r1_s113_full,r2,0.5741106618618029
Ni_bader_identified_material_r1_s113_white_line,mae,0.09158468767949987
Ni_bader_identified_material_r1_s113_white_line,r2,0.0645132886124562
Cu_bader_identified_material_r0_s113_full,mae,0.09993936977475337
Cu_bader_identified_material_r0_s113_full,r2,0.614232676149755
Cu_bader_identified_material_r0_s113_white_line,mae,0.173636544835442
Cu_bader_identified_material_r0_s113_white_line,r2,-0.04053497301170439
Cu_bader_identified_material_r1_s113_full,mae,0.09247134872095597
Cu_bader_identified_material_r1_s113_full,r2,0.6580685815595901
Cu_bader_identified_material_r1_s113_white_line,mae,0.17119691525546743
Cu_bader_identified_material_r1_s113_white_line,r2,0.049146538159061115
