run_id,source_row,role
Ti_bader_identified_material_r0_s113_full,0,excluded
Ti_bader_identified_material_r0_s113_full,1,excluded
Ti_bader_identified_material_r0_s113_full,2,train
Ti_bader_identified_material_r0_s113_full,3,validation
Ti_bader_identified_material_r0_s113_full,4,validation
Ti_bader_identified_material_r0_s113_full,5,train
Ti_bader_identified_material_r0_s113_full,6,excluded
Ti_bader_identified_material_r0_s113_full,7,excluded
Ti_bader_identified_material_r0_s113_full,8,excluded
Ti_bader_identified_material_r0_s113_full,9,excluded
Ti_bader_identified_material_r0_s113_full,10,excluded
Ti_bader_identified_material_r0_s113_full,11,train
Ti_bader_identified_material_r0_s113_full,12,excluded
Ti_bader_identified_material_r0_s113_full,13,excluded
Ti_bader_identified_material_r0_s113_full,14,excluded
Ti_bader_identified_material_r0_s113_full,15,excluded
Ti_bader_identified_material_r0_s113_full,16,excluded
Ti_bader_identified_material_r0_s113_full,17,excluded
Ti_bader_identified_material_r0_s113_full,18,excluded
Ti_bader_identified_material_r0_s113_full,19,excluded
Ti_bader_identified_material_r0_s113_full,20,excluded
Ti_bader_identified_material_r0_s113_full,21,excluded
Ti_bader_identified_material_r0_s113_full,22,excluded
Ti_bader_identified_material_r0_s113_full,23,excluded
Ti_bader_identified_material_r0_s113_full,24,excluded
Ti_bader_identified_material_r0_s113_full,25,excluded
Ti_bader_identified_material_r0_s113_full,26,excluded
Ti_bader_identified_material_r0_s113_full,27,excluded
Ti_bader_identified_material_r0_s113_full,28,excluded
Ti_bader_identified_material_r0_s113_full,29,excluded
Ti_bader_identified_material_r0_s113_full,30,excluded
Ti_bader_identified_material_r0_s113_full,31,excluded
Ti_bader_identified_material_r0_s113_full,32,excluded
Ti_bader_identified_material_r0_s113_full,33,excluded
Ti_bader_identified_material_r0_s113_full,34,excluded
Ti_bader_identified_material_r0_s113_full,35,excluded
Ti_bader_identified_material_r0_s113_full,36,excluded
Ti_bader_identified_material_r0_s113_full,37,excluded
Ti_bader_identified_material_r0_s113_full,38,excluded
Ti_bader_identified_material_r0_s113_full,39,excluded
Ti_bader_identified_material_r0_s113_full,40,excluded
Ti_bader_identified_material_r0_s113_full,41,excluded
Ti_bader_identified_material_r0_s113_full,42,excluded
Ti_bader_identified_material_r0_s113_full,43,excluded
Ti_bader_identified_material_r0_s113_full,44,excluded
Ti_bader_identified_material_r0_s113_full,45,excluded
Ti_bader_identified_material_r0_s113_full,46,excluded
Ti_bader_identified_material_r0_s113_full,47,excluded
Ti_bader_identified_material_r0_s113_full,48,excluded
Ti_bader_identified_material_r0_s113_full,49,excluded
Ti_bader_identified_material_r0_s113_full,50,excluded
Ti_bader_identified_material_r0_s113_full,51,excluded
Ti_bader_identified_material_r0_s113_full,52,excluded
Ti_bader_identified_material_r0_s113_full,53,excluded
Ti_bader_identified_material_r0_s113_full,54,excluded
Ti_bader_identified_material_r0_s113_full,55,excluded
Ti_bader_identified_material_r0_s113_full,56,excluded
Ti_bader_identified_material_r0_s113_full,57,excluded
Ti_bader_identified_material_r0_s113_full,58,excluded
Ti_bader_identified_material_r0_s113_full,59,excluded
Ti_bader_identified_material_r0_s113_full,60,excluded
Ti_bader_identified_material_r0_s113_full,61,excluded
Ti_bader_identified_material_r0_s113_full,62,excluded
Ti_bader_identified_material_r0_s113_full,63,excluded
Ti_bader_identified_material_r0_s113_full,64,excluded
Ti_bader_identified_material_r0_s113_full,65,excluded
Ti_bader_identified_material_r0_s113_full,66,excluded
Ti_bader_identified_material_r0_s113_full,67,excluded
Ti_bader_identified_material_r0_s113_full,68,excluded
Ti_bader_identified_material_r0_s113_full,69,excluded
Ti_bader_identified_material_r0_s113_full,70,excluded
Ti_bader_identified_material_r0_s113_full,71,excluded
Ti_bader_identified_material_r0_s113_full,72,excluded
Ti_bader_identified_material_r0_s113_full,73,excluded
Ti_bader_identified_material_r0_s113_full,74,excluded
Ti_bader_identified_material_r0_s113_full,75,excluded
Ti_bader_identified_material_r0_s113_full,76,excluded
Ti_bader_identified_material_r0_s113_full,77,excluded
Ti_bader_identified_material_r0_s113_full,78,excluded
Ti_bader_identified_material_r0_s113_full,79,excluded
Ti_bader_identified_material_r0_s113_full,80,excluded
Ti_bader_identified_material_r0_s113_full,81,excluded
Ti_bader_identified_material_r0_s113_full,82,excluded
Ti_bader_identified_material_r0_s113_full,83,train
Ti_bader_identified_material_r0_s113_full,84,train
Ti_bader_identified_material_r0_s113_full,85,test
Ti_bader_identified_material_r0_s113_full,86,test
Ti_bader_identified_material_r0_s113_full,87,train
Ti_bader_identified_material_r0_s113_full,88,train
Ti_bader_identified_material_r0_s113_full,89,excluded
Ti_bader_identified_material_r0_s113_full,90,excluded
Ti_bader_identified_material_r0_s113_full,91,excluded
Ti_bader_identified_material_r0_s113_full,92,excluded
Ti_bader_identified_material_r0_s113_full,93,excluded
Ti_bader_identified_material_r0_s113_full,94,excluded
Ti_bader_identified_material_r0_s113_full,95,excluded
Ti_bader_identified_material_r0_s113_full,96,excluded
Ti_bader_identified_material_r0_s113_full,97,excluded
Ti_bader_identified_material_r0_s113_full,98,train
Ti_bader_identified_material_r0_s113_full,99,train
Ti_bader_identified_material_r0_s113_full,100,train
Ti_bader_identified_material_r0_s113_full,101,train
Ti_bader_identified_material_r0_s113_full,102,train
Ti_bader_identified_material_r0_s113_full,103,test
Ti_bader_identified_material_r0_s113_full,104,test
Ti_bader_identified_material_r0_s113_full,105,test
Ti_bader_identified_material_r0_s113_full,106,test
Ti_bader_identified_material_r0_s113_full,107,test
Ti_bader_identified_material_r0_s113_full,108,test
Ti_bader_identified_material_r0_s113_full,109,train
Ti_bader_identified_material_r0_s113_full,110,test
Ti_bader_identified_material_r0_s113_full,111,train
Ti_bader_identified_material_r0_s113_full,112,train
Ti_bader_identified_material_r0_s113_full,113,train
Ti_bader_identified_material_r0_s113_full,114,excluded
Ti_bader_identified_material_r0_s113_full,115,excluded
Ti_bader_identified_material_r0_s113_full,116,excluded
Ti_bader_identified_material_r0_s113_full,117,excluded
Ti_bader_identified_material_r0_s113_full,118,excluded
Ti_bader_identified_material_r0_s113_full,119,train
Ti_bader_identified_material_r0_s113_full,120,train
Ti_bader_identified_material_r0_s113_full,121,train
Ti_bader_identified_material_r0_s113_full,122,train
Ti_bader_identified_material_r0_s113_full,123,train
Ti_bader_identified_material_r0_s113_full,124,train
