comparison_id,element,target,generalization,repeat,fit_seed,first,second,metric,gain,low,high,bootstrap_units
Ti_coord_identified_material_r0_s113,Ti,coord,identified_material,0,113,released,unit_peak,macro_f1_gain,-0.0056697429908034724,-0.03792991357234124,0.03009932006458572,213
Ti_coord_identified_material_r0_s211,Ti,coord,identified_material,0,211,released,unit_peak,macro_f1_gain,-0.05382080739718442,-0.0856099770655222,-0.021322820052493356,213
Ti_coord_identified_material_r1_s113,Ti,coord,identified_material,1,113,released,unit_peak,macro_f1_gain,-0.067578576612494,-0.13034454949037602,-0.007675521405615591,213
Ti_coord_identified_material_r1_s211,Ti,coord,identified_material,1,211,released,unit_peak,macro_f1_gain,-0.029862516835956865,-0.07398046851667948,0.011787140572793668,213
Ti_md_identified_material_r0_s113,Ti,md,identified_material,0,113,released,unit_peak,mae_reduction,-0.004055012902323293,-0.0062121983938862035,-0.0019555398008428613,216
Ti_md_identified_material_r0_s211,Ti,md,identified_material,0,211,released,unit_peak,mae_reduction,-0.0017640150119122323,-0.0035685579512570627,-4.60606278100658e-05,216
Ti_md_identified_material_r1_s113,Ti,md,identified_material,1,113,released,unit_peak,mae_reduction,-0.0023050551358415917,-0.004066412066790349,-0.0007187421990276121,216
Ti_md_identified_material_r1_s211,Ti,md,identified_material,1,211,released,unit_peak,mae_reduction,-0.0021165183035706404,-0.0037684252655688522,-0.0005662679628156462,216
V_coord_identified_material_r0_s113,V,coord,identified_material,0,113,released,unit_peak,macro_f1_gain,-0.03689631081627154,-0.05944495195641629,-0.016955682505924205,404
V_coord_identified_material_r0_s211,V,coord,identified_material,0,211,released,unit_peak,macro_f1_gain,-0.03697258268813053,-0.05676800459912263,-0.0170246857817849,404
V_coord_identified_material_r1_s113,V,coord,identified_material,1,113,released,unit_peak,macro_f1_gain,-0.013950243387562011,-0.03483957089294779,0.006867962748966557,404
V_coord_identified_material_r1_s211,V,coord,identified_material,1,211,released,unit_peak,macro_f1_gain,-0.008589250463238773,-0.029073896537433894,0.01605982956860046,404
V_md_identified_material_r0_s113,V,md,identified_material,0,113,released,unit_peak,mae_reduction,-0.002561190130274199,-0.0037891681146562124,-0.0015832190843017783,405
V_md_identified_material_r0_s211,V,md,identified_material,0,211,released,unit_peak,mae_reduction,-0.00273706280996577,-0.003907304884547445,-0.0018067470971732565,405
V_md_identified_material_r1_s113,V,md,identified_material,1,113,released,unit_peak,mae_reduction,-0.00270785678519014,-0.0035045565448856377,-0.0017880373249083373,405
V_md_identified_material_r1_s211,V,md,identified_material,1,211,released,unit_peak,mae_reduction,-0.002993181559815681,-0.003909975767765669,-0.002010893188174709,405
Cr_coord_identified_material_r0_s113,Cr,coord,identified_material,0,113,released,unit_peak,macro_f1_gain,-0.03660380216511949,-0.08234080129424533,0.0037387126107697346,163
Cr_coord_identified_material_r0_s211,Cr,coord,identified_material,0,211,released,unit_peak,macro_f1_gain,-0.030491367329719687,-0.07226909114262364,0.010928897259659759,163
Cr_coord_identified_material_r1_s113,Cr,coord,identified_material,1,113,released,unit_peak,macro_f1_gain,-0.03574058324704488,-0.07108500951246988,-0.0014390795937633558,163
Cr_coord_identified_material_r1_s211,Cr,coord,identified_material,1,211,released,unit_peak,macro_f1_gain,-0.006021741727553764,-0.043700208517545185,0.036843172569115935,163
Cr_md_identified_material_r0_s113,Cr,md,identified_material,0,113,released,unit_peak,mae_reduction,-0.0025139386052130466,-0.006693845612890926,0.001941818467240629,164
Cr_md_identified_material_r0_s211,Cr,md,identified_material,0,211,released,unit_peak,mae_reduction,-0.001987025659216827,-0.006020564220524763,0.0024535974268523023,164
Cr_md_identified_material_r1_s113,Cr,md,identified_material,1,113,released,unit_peak,mae_reduction,-0.0038438665138434275,-0.0076454060190460985,-0.0009360817113086924,164
Cr_md_identified_material_r1_s211,Cr,md,identified_material,1,211,released,unit_peak,mae_reduction,-0.003313985116792161,-0.006521089227694929,-0.0004768710298545428,164
Mn_coord_identified_material_r0_s113,Mn,coord,identified_material,0,113,released,unit_peak,macro_f1_gain,0.012300377231485915,-0.026372110345760237,0.053803153111646365,419
Mn_coord_identified_material_r0_s211,Mn,coord,identified_material,0,211,released,unit_peak,macro_f1_gain,0.01157414829364889,-0.02188965780838909,0.051652908366999636,419
Mn_coord_identified_material_r1_s113,Mn,coord,identified_material,1,113,released,unit_peak,macro_f1_gain,0.029336753193219156,-0.004058973538878013,0.07886500501893252,419
Mn_coord_identified_material_r1_s211,Mn,coord,identified_material,1,211,released,unit_peak,macro_f1_gain,-0.004482406134606265,-0.049751256602825714,0.051491031191002075,419
Mn_md_identified_material_r0_s113,Mn,md,identified_material,0,113,released,unit_peak,mae_reduction,-0.0037860537530447005,-0.005277687581141889,-0.0020020841080877934,423
Mn_md_identified_material_r0_s211,Mn,md,identified_material,0,211,released,unit_peak,mae_reduction,-0.0036595635605218314,-0.005115562226874002,-0.002088404078062716,423
Mn_md_identified_material_r1_s113,Mn,md,identified_material,1,113,released,unit_peak,mae_reduction,-0.0029814913274400084,-0.004035732109499302,-0.0015081097783902872,423
Mn_md_identified_material_r1_s211,Mn,md,identified_material,1,211,released,unit_peak,mae_reduction,-0.003066269355434241,-0.004210888539181384,-0.0016735812371687375,423
Fe_coord_identified_material_r0_s113,Fe,coord,identified_material,0,113,released,unit_peak,macro_f1_gain,-0.015814273648680932,-0.04343940233131738,0.013249180285308118,389
Fe_coord_identified_material_r0_s211,Fe,coord,identified_material,0,211,released,unit_peak,macro_f1_gain,-0.015552251477844004,-0.04527795005795762,0.01709403755596783,389
Fe_coord_identified_material_r1_s113,Fe,coord,identified_material,1,113,released,unit_peak,macro_f1_gain,-0.013577136537270329,-0.04123413763087791,0.01796162420568104,389
Fe_coord_identified_material_r1_s211,Fe,coord,identified_material,1,211,released,unit_peak,macro_f1_gain,-0.004245811965844282,-0.038182211159068266,0.03632619796306054,389
Fe_md_identified_material_r0_s113,Fe,md,identified_material,0,113,released,unit_peak,mae_reduction,-0.0051787741611178766,-0.00667690448892106,-0.0035844754662551393,393
Fe_md_identified_material_r0_s211,Fe,md,identified_material,0,211,released,unit_peak,mae_reduction,-0.0049815586369822695,-0.0066190981672129565,-0.003303828153238435,393
Fe_md_identified_material_r1_s113,Fe,md,identified_material,1,113,released,unit_peak,mae_reduction,-0.0019733562103736446,-0.0033174332570152358,-0.0007738413113790256,393
Fe_md_identified_material_r1_s211,Fe,md,identified_material,1,211,released,unit_peak,mae_reduction,-0.002931794451144807,-0.004359026815497111,-0.001709527676693712,393
Co_coord_identified_material_r0_s113,Co,coord,identified_material,0,113,released,unit_peak,macro_f1_gain,-0.029123047335931518,-0.07721848113309704,0.025835070611659378,250
Co_coord_identified_material_r0_s211,Co,coord,identified_material,0,211,released,unit_peak,macro_f1_gain,-0.028244386118401743,-0.06952175350840005,0.01306579003677294,250
Co_coord_identified_material_r1_s113,Co,coord,identified_material,1,113,released,unit_peak,macro_f1_gain,-0.037525591541900494,-0.07128236674326174,0.0011333276749245806,250
Co_coord_identified_material_r1_s211,Co,coord,identified_material,1,211,released,unit_peak,macro_f1_gain,-0.03104559535540763,-0.061493363262519335,-0.001934882262525304,250
Co_md_identified_material_r0_s113,Co,md,identified_material,0,113,released,unit_peak,mae_reduction,-0.0037538424804210505,-0.0055285768377469685,-0.002191898846567968,252
Co_md_identified_material_r0_s211,Co,md,identified_material,0,211,released,unit_peak,mae_reduction,-0.0036223292401141305,-0.005393149762064524,-0.001450620538419745,252
Co_md_identified_material_r1_s113,Co,md,identified_material,1,113,released,unit_peak,mae_reduction,-0.0029429065210822593,-0.004589392920762527,-0.0015135729683118748,252
Co_md_identified_material_r1_s211,Co,md,identified_material,1,211,released,unit_peak,mae_reduction,-0.002666715312913917,-0.004835182089413224,-0.0007995030852777581,252
Ni_coord_identified_material_r0_s113,Ni,coord,identified_material,0,113,released,unit_peak,macro_f1_gain,-0.01825302218921654,-0.0738518686637885,0.04430912659523196,214
Ni_coord_identified_material_r0_s211,Ni,coord,identified_material,0,211,released,unit_peak,macro_f1_gain,0.0036457440420090137,-0.04605901650651948,0.06876351449218045,214
Ni_coord_identified_material_r1_s113,Ni,coord,identified_material,1,113,released,unit_peak,macro_f1_gain,-0.035398314143041176,-0.09120838922276574,0.029585388012556137,214
Ni_coord_identified_material_r1_s211,Ni,coord,identified_material,1,211,released,unit_peak,macro_f1_gain,-0.03709210333128721,-0.0854381551342003,0.019469201833038897,214
Ni_md_identified_material_r0_s113,Ni,md,identified_material,0,113,released,unit_peak,mae_reduction,-0.0030843241416020906,-0.004339004208236279,-0.0017651971215183805,217
Ni_md_identified_material_r0_s211,Ni,md,identified_material,0,211,released,unit_peak,mae_reduction,-0.004224500200319503,-0.00595297741244454,-0.0025804390061334925,217
Ni_md_identified_material_r1_s113,Ni,md,identified_material,1,113,released,unit_peak,mae_reduction,-0.0030803490292808933,-0.004410840591747743,-0.0018392909725150819,217
Ni_md_identified_material_r1_s211,Ni,md,identified_material,1,211,released,unit_peak,mae_reduction,-0.004962865719954593,-0.006637130802245364,-0.0035622861859689187,217
Cu_coord_identified_material_r0_s113,Cu,coord,identified_material,0,113,released,unit_peak,macro_f1_gain,-0.010179695996492488,-0.060250042073585655,0.0472173976020571,233
Cu_coord_identified_material_r0_s211,Cu,coord,identified_material,0,211,released,unit_peak,macro_f1_gain,-0.02089815567046105,-0.06939909255161222,0.029555219293903968,233
Cu_coord_identified_material_r1_s113,Cu,coord,identified_material,1,113,released,unit_peak,macro_f1_gain,0.009477805161736574,-0.054634638230942154,0.06555902767305886,233
Cu_coord_identified_material_r1_s211,Cu,coord,identified_material,1,211,released,unit_peak,macro_f1_gain,0.008855226535057992,-0.04744065472437893,0.058755492539809044,233
Cu_md_identified_material_r0_s113,Cu,md,identified_material,0,113,released,unit_peak,mae_reduction,-0.0025662729771097487,-0.006723156738531463,0.0011285095200000515,239
Cu_md_identified_material_r0_s211,Cu,md,identified_material,0,211,released,unit_peak,mae_reduction,-0.0010212618846635185,-0.0051968280117755785,0.002653142092244926,239
Cu_md_identified_material_r1_s113,Cu,md,identified_material,1,113,released,unit_peak,mae_reduction,-0.0058371444401117065,-0.008875534384423045,-0.0029192020008344853,239
Cu_md_identified_material_r1_s211,Cu,md,identified_material,1,211,released,unit_peak,mae_reduction,-0.0048610092626966556,-0.008546889908125823,-0.0008011435852514792,239
