run_id,metric,value
Ti_coord_identified_material_r0_s113_released,accuracy,0.8451612903225807
Ti_coord_identified_material_r0_s113_released,macro_f1,0.8056857418206033
Ti_coord_identified_material_r0_s113_released,f1_4,0.7096774193548387
Ti_coord_identified_material_r0_s113_released,f1_5,0.8599221789883269
Ti_coord_identified_material_r0_s113_released,f1_6,0.847457627118644
Ti_coord_identified_material_r0_s113_unit_peak,accuracy,0.821505376344086
Ti_coord_identified_material_r0_s113_unit_peak,macro_f1,0.8000159988297998
Ti_coord_identified_material_r0_s113_unit_peak,f1_4,0.75
Ti_coord_identified_material_r0_s113_unit_peak,f1_5,0.8356435643564356
Ti_coord_identified_material_r0_s113_unit_peak,f1_6,0.814404432132964
Ti_coord_identified_material_r0_s211_released,accuracy,0.8494623655913979
Ti_coord_identified_material_r0_s211_released,macro_f1,0.8027965849184552
Ti_coord_identified_material_r0_s211_released,f1_4,0.6885245901639344
Ti_coord_identified_material_r0_s211_released,f1_5,0.8643410852713178
Ti_coord_identified_material_r0_s211_released,f1_6,0.8555240793201133
Ti_coord_identified_material_r0_s211_unit_peak,accuracy,0.8021505376344086
Ti_coord_identified_material_r0_s211_unit_peak,macro_f1,0.7489757775212708
Ti_coord_identified_material_r0_s211_unit_peak,f1_4,0.6206896551724138
Ti_coord_identified_material_r0_s211_unit_peak,f1_5,0.8196078431372549
Ti_coord_identified_material_r0_s211_unit_peak,f1_6,0.8066298342541437
Ti_coord_identified_material_r1_s113_released,accuracy,0.8802660753880266
Ti_coord_identified_material_r1_s113_released,macro_f1,0.8628447009332953
Ti_coord_identified_material_r1_s113_released,f1_4,0.8181818181818182
Ti_coord_identified_material_r1_s113_released,f1_5,0.8851063829787233
Ti_coord_identified_material_r1_s113_released,f1_6,0.8852459016393442
Ti_coord_identified_material_r1_s113_unit_peak,accuracy,0.8270509977827051
Ti_coord_identified_material_r1_s113_unit_peak,macro_f1,0.7952661243208013
Ti_coord_identified_material_r1_s113_unit_peak,f1_4,0.7142857142857143
Ti_coord_identified_material_r1_s113_unit_peak,f1_5,0.8410041841004184
Ti_coord_identified_material_r1_s113_unit_peak,f1_6,0.8305084745762712
Ti_coord_identified_material_r1_s211_released,accuracy,0.8625277161862528
Ti_coord_identified_material_r1_s211_released,macro_f1,0.8334014076503347
Ti_coord_identified_material_r1_s211_released,f1_4,0.7575757575757576
Ti_coord_identified_material_r1_s211_released,f1_5,0.8669527896995708
Ti_coord_identified_material_r1_s211_released,f1_6,0.8756756756756757
Ti_coord_identified_material_r1_s211_unit_peak,accuracy,0.8381374722838137
Ti_coord_identified_material_r1_s211_unit_peak,macro_f1,0.8035388908143778
Ti_coord_identified_material_r1_s211_unit_peak,f1_4,0.7164179104477612
Ti_coord_identified_material_r1_s211_unit_peak,f1_5,0.8523908523908524
Ti_coord_identified_material_r1_s211_unit_peak,f1_6,0.8418079096045198
Ti_md_identified_material_r0_s113_released,mae,0.01708997383056854
Ti_md_identified_material_r0_s113_released,r2,0.6659780090826988
Ti_md_identified_material_r0_s113_unit_peak,mae,0.02114498673289183
Ti_md_identified_material_r0_s113_unit_peak,r2,0.5451538562403283
Ti_md_identified_material_r0_s211_released,mae,0.017194016934104345
Ti_md_identified_material_r0_s211_released,r2,0.6529918840172215
Ti_md_identified_material_r0_s211_unit_peak,mae,0.018958031946016578
Ti_md_identified_material_r0_s211_unit_peak,r2,0.6166760510656533
Ti_md_identified_material_r1_s113_released,mae,0.015045142210259672
Ti_md_identified_material_r1_s113_released,r2,0.8242430272808987
Ti_md_identified_material_r1_s113_unit_peak,mae,0.017350197346101263
Ti_md_identified_material_r1_s113_unit_peak,r2,0.7858774738252537
Ti_md_identified_material_r1_s211_released,mae,0.015574142099949262
Ti_md_identified_material_r1_s211_released,r2,0.8301453937133239
Ti_md_identified_material_r1_s211_unit_peak,mae,0.017690660403519902
Ti_md_identified_material_r1_s211_unit_peak,r2,0.7669837845354637
V_coord_identified_material_r0_s113_released,accuracy,0.8765027322404372
V_coord_identified_material_r0_s113_released,macro_f1,0.8801276110403045
V_coord_identified_material_r0_s113_released,f1_4,0.9551166965888689
V_coord_identified_material_r0_s113_released,f1_5,0.8364688856729378
V_coord_identified_material_r0_s113_released,f1_6,0.8487972508591065
V_coord_identified_material_r0_s113_unit_peak,accuracy,0.8382513661202186
V_coord_identified_material_r0_s113_unit_peak,macro_f1,0.8432313002240329
V_coord_identified_material_r0_s113_unit_peak,f1_4,0.9403254972875226
V_coord_identified_material_r0_s113_unit_peak,f1_5,0.7866473149492017
V_coord_identified_material_r0_s113_unit_peak,f1_6,0.8027210884353742
V_coord_identified_material_r0_s211_released,accuracy,0.8775956284153006
V_coord_identified_material_r0_s211_released,macro_f1,0.8810976001927648
V_coord_identified_material_r0_s211_released,f1_4,0.9515260323159784
V_coord_identified_material_r0_s211_released,f1_5,0.8390804597701149
