run_id,metric,value
Ti_coord_identified_material_r0_s113_pointwise,accuracy,0.8451612903225807
Ti_coord_identified_material_r0_s113_pointwise,macro_f1,0.8056857418206033
Ti_coord_identified_material_r0_s113_pointwise,f1_4,0.7096774193548387
Ti_coord_identified_material_r0_s113_pointwise,f1_5,0.8599221789883269
Ti_coord_identified_material_r0_s113_pointwise,f1_6,0.847457627118644
Ti_coord_identified_material_r0_s113_multiscale,accuracy,0.832258064516129
Ti_coord_identified_material_r0_s113_multiscale,macro_f1,0.7847761294155982
Ti_coord_identified_material_r0_s113_multiscale,f1_4,0.6666666666666666
Ti_coord_identified_material_r0_s113_multiscale,f1_5,0.842741935483871
Ti_coord_identified_material_r0_s113_multiscale,f1_6,0.8449197860962567
Ti_coord_identified_material_r1_s113_pointwise,accuracy,0.8802660753880266
Ti_coord_identified_material_r1_s113_pointwise,macro_f1,0.8628447009332953
Ti_coord_identified_material_r1_s113_pointwise,f1_4,0.8181818181818182
Ti_coord_identified_material_r1_s113_pointwise,f1_5,0.8851063829787233
Ti_coord_identified_material_r1_s113_pointwise,f1_6,0.8852459016393442
Ti_coord_identified_material_r1_s113_multiscale,accuracy,0.8736141906873615
Ti_coord_identified_material_r1_s113_multiscale,macro_f1,0.8563378664170437
Ti_coord_identified_material_r1_s113_multiscale,f1_4,0.8125
Ti_coord_identified_material_r1_s113_multiscale,f1_5,0.8784648187633263
Ti_coord_identified_material_r1_s113_multiscale,f1_6,0.8780487804878049
Ti_md_identified_material_r0_s113_pointwise,mae,0.01708997383056855
Ti_md_identified_material_r0_s113_pointwise,r2,0.6659780090826988
Ti_md_identified_material_r0_s113_multiscale,mae,0.018840524435554572
Ti_md_identified_material_r0_s113_multiscale,r2,0.6512494955472937
Ti_md_identified_material_r1_s113_pointwise,mae,0.015045142210259672
Ti_md_identified_material_r1_s113_pointwise,r2,0.8242430272808987
Ti_md_identified_material_r1_s113_multiscale,mae,0.015016356785440792
Ti_md_identified_material_r1_s113_multiscale,r2,0.856326227306028
Ti_bader_identified_material_r0_s113_pointwise,mae,0.0682081824361341
Ti_bader_identified_material_r0_s113_pointwise,r2,0.6470614425158936
Ti_bader_identified_material_r0_s113_multiscale,mae,0.06813506145565935
Ti_bader_identified_material_r0_s113_multiscale,r2,0.6431249289803784
Ti_bader_identified_material_r1_s113_pointwise,mae,0.07244298887374186
Ti_bader_identified_material_r1_s113_pointwise,r2,0.6256988922480238
Ti_bader_identified_material_r1_s113_multiscale,mae,0.06950069233502966
Ti_bader_identified_material_r1_s113_multiscale,r2,0.6402542508999883
V_coord_identified_material_r0_s113_pointwise,accuracy,0.8765027322404372
V_coord_identified_material_r0_s113_pointwise,macro_f1,0.8801276110403045
V_coord_identified_material_r0_s113_pointwise,f1_4,0.9551166965888689
V_coord_identified_material_r0_s113_pointwise,f1_5,0.8364688856729378
V_coord_identified_material_r0_s113_pointwise,f1_6,0.8487972508591065
V_coord_identified_material_r0_s113_multiscale,accuracy,0.8786885245901639
V_coord_identified_material_r0_s113_multiscale,macro_f1,0.882368379655376
V_coord_identified_material_r0_s113_multiscale,f1_4,0.9585585585585585
V_coord_identified_material_r0_s113_multiscale,f1_5,0.8396501457725948
V_coord_identified_material_r0_s113_multiscale,f1_6,0.8488964346349746
V_coord_identified_material_r1_s113_pointwise,accuracy,0.8731082654249127
V_coord_identified_material_r1_s113_pointwise,macro_f1,0.8745378464193942
V_coord_identified_material_r1_s113_pointwise,f1_4,0.9584086799276673
V_coord_identified_material_r1_s113_pointwise,f1_5,0.8144329896907216
V_coord_identified_material_r1_s113_pointwise,f1_6,0.8507718696397941
V_coord_identified_material_r1_s113_multiscale,accuracy,0.8591385331781141
V_coord_identified_material_r1_s113_multiscale,macro_f1,0.8616160209869254
V_coord_identified_material_r1_s113_multiscale,f1_4,0.9651376146788991
V_coord_identified_material_r1_s113_multiscale,f1_5,0.7965811965811965
V_coord_identified_material_r1_s113_multiscale,f1_6,0.8231292517006803
V_md_identified_material_r0_s113_pointwise,mae,0.013323550145330232
V_md_identified_material_r0_s113_pointwise,r2,0.9169612570540511
V_md_identified_material_r0_s113_multiscale,mae,0.013547372410309549
V_md_identified_material_r0_s113_multiscale,r2,0.9327084350441874
V_md_identified_material_r1_s113_pointwise,mae,0.014783172552542573
V_md_identified_material_r1_s113_pointwise,r2,0.899447624438124
V_md_identified_material_r1_s113_multiscale,mae,0.0152398179738677
V_md_identified_material_r1_s113_multiscale,r2,0.8970964351085142
V_bader_identified_material_r0_s113_pointwise,mae,0.07205164655752076
V_bader_identified_material_r0_s113_pointwise,r2,0.8379009195618774
V_bader_identified_material_r0_s113_multiscale,mae,0.0729031381758243
V_bader_identified_material_r0_s113_multiscale,r2,0.835795831110312
V_bader_identified_material_r1_s113_pointwise,mae,0.07091254588465004
V_bader_identified_material_r1_s113_pointwise,r2,0.8120122306879252
V_bader_identified_material_r1_s113_multiscale,mae,0.07190784887906215
V_bader_identified_material_r1_s113_multiscale,r2,0.8116224890549419
Cr_coord_identified_material_r0_s113_pointwise,accuracy,0.8796680497925311
Cr_coord_identified_material_r0_s113_pointwise,macro_f1,0.8743547028341879
Cr_coord_identified_material_r0_s113_pointwise,f1_4,0.9777777777777777
Cr_coord_identified_material_r0_s113_pointwise,f1_5,0.7603305785123967
Cr_coord_identified_material_r0_s113_pointwise,f1_6,0.8849557522123894
Cr_coord_identified_material_r0_s113_multiscale,accuracy,0.8589211618257261
Cr_coord_identified_material_r0_s113_multiscale,macro_f1,0.8522692157445791
Cr_coord_identified_material_r0_s113_multiscale,f1_4,0.9852941176470589
Cr_coord_identified_material_r0_s113_multiscale,f1_5,0.711864406779661
Cr_coord_identified_material_r0_s113_multiscale,f1_6,0.8596491228070176
Cr_coord_identified_material_r1_s113_pointwise,accuracy,0.8836206896551724
Cr_coord_identified_material_r1_s113_pointwise,macro_f1,0.8506766367824192
Cr_coord_identified_material_r1_s113_pointwise,f1_4,0.926829268292683
Cr_coord_identified_material_r1_s113_pointwise,f1_5,0.6966292134831461
Cr_coord_identified_material_r1_s113_pointwise,f1_6,0.9285714285714286
Cr_coord_identified_material_r1_s113_multiscale,accuracy,0.8793103448275862
Cr_coord_identified_material_r1_s113_multiscale,macro_f1,0.8422460230074257
Cr_coord_identified_material_r1_s113_multiscale,f1_4,0.926829268292683
Cr_coord_identified_material_r1_s113_multiscale,f1_5,0.6744186046511628
Cr_coord_identified_material_r1_s113_multiscale,f1_6,0.9254901960784314
Cr_md_identified_material_r0_s113_pointwise,mae,0.019029511249233404
Cr_md_identified_material_r0_s113_pointwise,r2,0.9326031413601232
Cr_md_identified_material_r0_s113_multiscale,mae,0.017908914737985084
Cr_md_identified_material_r0_s113_multiscale,r2,0.9450785442974448
Cr_md_identified_material_r1_s113_pointwise,mae,0.01773486383394782
Cr_md_identified_material_r1_s113_pointwise,r2,0.9467803583505615
Cr_md_identified_material_r1_s113_multiscale,mae,0.017777651430243645
Cr_md_identified_material_r1_s113_multiscale,r2,0.9469575950109831
Cr_bader_identified_material_r0_s113_pointwise,mae,0.06189618418991933
Cr_bader_identified_material_r0_s113_pointwise,r2,0.764691679815081
Cr_bader_identified_material_r0_s113_multiscale,mae,0.06176385402979556
Cr_bader_identified_material_r0_s113_multiscale,r2,0.7719584164967035
Cr_bader_identified_material_r1_s113_pointwise,mae,0.06376470995416304
Cr_bader_identified_material_r1_s113_pointwise,r2,0.7595055298491509
