run_id,source_row,role
Ti_alternative,0,validation
Ti_alternative,1,validation
Ti_alternative,2,train
Ti_alternative,3,train
Ti_alternative,4,train
Ti_alternative,5,train
Ti_alternative,6,validation
Ti_alternative,7,test
Ti_alternative,8,validation
Ti_alternative,9,validation
Ti_alternative,10,test
Ti_alternative,11,train
Ti_alternative,12,validation
Ti_alternative,13,validation
Ti_alternative,14,validation
Ti_alternative,15,validation
Ti_alternative,16,validation
Ti_alternative,17,validation
Ti_alternative,18,validation
Ti_alternative,19,validation
Ti_alternative,20,validation
Ti_alternative,21,validation
Ti_alternative,22,validation
Ti_alternative,23,train
Ti_alternative,24,train
Ti_alternative,25,train
Ti_alternative,26,train
Ti_alternative,27,train
Ti_alternative,28,train
Ti_alternative,29,train
Ti_alternative,30,train
Ti_alternative,31,train
Ti_alternative,32,train
Ti_alternative,33,train
Ti_alternative,34,train
Ti_alternative,35,train
Ti_alternative,36,train
Ti_alternative,37,train
Ti_alternative,38,train
Ti_alternative,39,train
Ti_alternative,40,train
Ti_alternative,41,train
Ti_alternative,42,train
Ti_alternative,43,train
Ti_alternative,44,train
Ti_alternative,45,test
Ti_alternative,46,test
Ti_alternative,47,test
Ti_alternative,48,test
Ti_alternative,49,test
Ti_alternative,50,test
Ti_alternative,51,train
Ti_alternative,52,train
Ti_alternative,53,train
Ti_alternative,54,train
Ti_alternative,55,train
Ti_alternative,56,train
Ti_alternative,57,train
Ti_alternative,58,train
Ti_alternative,59,train
Ti_alternative,60,train
Ti_alternative,61,validation
Ti_alternative,62,validation
Ti_alternative,63,validation
Ti_alternative,64,excluded
Ti_alternative,65,validation
Ti_alternative,66,validation
Ti_alternative,67,validation
Ti_alternative,68,validation
Ti_alternative,69,validation
Ti_alternative,70,excluded
Ti_alternative,71,validation
Ti_alternative,72,validation
Ti_alternative,73,test
Ti_alternative,74,test
Ti_alternative,75,test
Ti_alternative,76,test
Ti_alternative,77,test
Ti_alternative,78,test
Ti_alternative,79,test
Ti_alternative,80,test
Ti_alternative,81,excluded
Ti_alternative,82,excluded
Ti_alternative,83,validation
Ti_alternative,84,validation
Ti_alternative,85,train
Ti_alternative,86,train
Ti_alternative,87,test
Ti_alternative,88,test
Ti_alternative,89,train
Ti_alternative,90,train
Ti_alternative,91,train
Ti_alternative,92,train
Ti_alternative,93,train
Ti_alternative,94,train
Ti_alternative,95,train
Ti_alternative,96,train
Ti_alternative,97,train
Ti_alternative,98,train
Ti_alternative,99,train
Ti_alternative,100,train
Ti_alternative,101,train
Ti_alternative,102,train
Ti_alternative,103,train
Ti_alternative,104,train
Ti_alternative,105,train
Ti_alternative,106,train
Ti_alternative,107,train
Ti_alternative,108,excluded
Ti_alternative,109,excluded
Ti_alternative,110,validation
Ti_alternative,111,train
Ti_alternative,112,train
Ti_alternative,113,train
Ti_alternative,114,test
Ti_alternative,115,test
Ti_alternative,116,test
Ti_alternative,117,test
Ti_alternative,118,test
Ti_alternative,119,excluded
Ti_alternative,120,train
Ti_alternative,121,train
Ti_alternative,122,train
Ti_alternative,123,train
Ti_alternative,124,train
Ti_alternative,125,train
Ti_alternative,126,train
Ti_alternative,127,train
Ti_alternative,128,train
Ti_alternative,129,train
Ti_alternative,130,train
Ti_alternative,131,train
Ti_alternative,132,train
Ti_alternative,133,train
Ti_alternative,134,train
Ti_alternative,135,train
Ti_alternative,136,train
Ti_alternative,137,train
Ti_alternative,138,train
Ti_alternative,139,train
Ti_alternative,140,validation
Ti_alternative,141,validation
Ti_alternative,142,validation
Ti_alternative,143,validation
Ti_alternative,144,validation
Ti_alternative,145,validation
Ti_alternative,146,validation
Ti_alternative,147,validation
Ti_alternative,148,validation
Ti_alternative,149,validation
Ti_alternative,150,validation
Ti_alternative,151,validation
Ti_alternative,152,test
Ti_alternative,153,train
Ti_alternative,154,train
Ti_alternative,155,test
Ti_alternative,156,train
Ti_alternative,157,train
Ti_alternative,158,train
Ti_alternative,159,train
Ti_alternative,160,train
Ti_alternative,161,train
Ti_alternative,162,train
Ti_alternative,163,train
Ti_alternative,164,train
Ti_alternative,165,train
Ti_alternative,166,train
Ti_alternative,167,train
Ti_alternative,168,train
Ti_alternative,169,train
Ti_alternative,170,train
Ti_alternative,171,train
Ti_alternative,172,validation
Ti_alternative,173,validation
Ti_alternative,174,train
Ti_alternative,175,train
Ti_alternative,176,train
Ti_alternative,177,train
Ti_alternative,178,train
Ti_alternative,179,train
