run_id,regime,records,materials,low_cutoff,high_cutoff,mae,bias,baseline_mae,baseline_gain_low,baseline_gain_high
Ti_md_identified_material_r0_s113_model,all,501,216,1.9523295712434847,2.08948827532723,0.01708997383056852,-0.00033753802477393867,0.04790989819343086,0.025268081450944207,0.03697713955477924
Ti_md_identified_material_r0_s113_model,short,43,29,1.9523295712434847,2.08948827532723,0.02178455638562013,0.020392049256754977,0.12483895151773997,0.07863669424279339,0.12175781936168242
Ti_md_identified_material_r0_s113_model,middle,424,182,1.9523295712434847,2.08948827532723,0.009424322790145264,0.001576855506495238,0.025136029045795982,0.012760122537593068,0.018880716977010173
Ti_md_identified_material_r0_s113_model,long,34,21,1.9523295712434847,2.08948827532723,0.10674788533857561,-0.05042798244724083,0.23462081659495726,0.09683796151497182,0.16344770861525512
Ti_md_identified_material_r1_s113_model,all,505,216,1.950648275694028,2.071845630934213,0.01504514221025967,0.0009709459376399844,0.04678277411564256,0.024083698359593578,0.04153446885382229
Ti_md_identified_material_r1_s113_model,short,44,33,1.950648275694028,2.071845630934213,0.03151988803064731,0.029741583171025654,0.10527235658172368,0.053562286258769,0.09105606516248783
Ti_md_identified_material_r1_s113_model,middle,406,176,1.950648275694028,2.071845630934213,0.008675391384334359,0.0007862021619435669,0.023018765796209963,0.011180025378196895,0.017906157342182635
Ti_md_identified_material_r1_s113_model,long,55,30,1.950648275694028,2.071845630934213,0.0488856880144164,-0.020681818886654997,0.1754126968280437,0.0838519676788028,0.17580196864985662
V_md_identified_material_r0_s113_model,all,911,405,1.7533448135643352,2.0805569948814346,0.013323550145330241,0.0003281378067185604,0.08648814279216484,0.06346931397988899,0.0809333837845307
V_md_identified_material_r0_s113_model,short,79,46,1.7533448135643352,2.0805569948814346,0.006707785249405282,0.005882580801164031,0.2261999585117083,0.217362935781312,0.22151081870697942
V_md_identified_material_r0_s113_model,middle,748,349,1.7533448135643352,2.0805569948814346,0.012358782479953279,0.002095898985227437,0.06020222869999321,0.04194065901285377,0.05400383502744325
V_md_identified_material_r0_s113_model,long,84,45,1.7533448135643352,2.0805569948814346,0.028136545865330702,-0.020637175980017537,0.189162313019551,0.14282769074494417,0.17677911694326415
V_md_identified_material_r1_s113_model,all,879,405,1.7535192462734033,2.0792795311072823,0.014783172552542592,0.00030080204339618825,0.09052964202929312,0.06530183766567377,0.08505931177816806
V_md_identified_material_r1_s113_model,short,90,45,1.7535192462734033,2.0792795311072823,0.004923686049066281,0.0037223161219681637,0.22802459392074917,0.22183771472943226,0.22441454423916982
V_md_identified_material_r1_s113_model,middle,705,344,1.7535192462734033,2.0792795311072823,0.013233933731574386,0.0030175745912948133,0.06006360314971292,0.04174792323170851,0.051572515624290924
V_md_identified_material_r1_s113_model,long,84,49,1.7535192462734033,2.0792795311072823,0.03834944819653609,-0.026166589782080106,0.198910734170638,0.13878701668042298,0.17647258207540012
Cr_md_identified_material_r0_s113_model,all,245,164,1.6756935732720495,2.144759819708164,0.019029511249233397,0.000278262894283872,0.11175986989876993,0.06889849130789398,0.11601391593140788
Cr_md_identified_material_r0_s113_model,short,24,14,1.6756935732720495,2.144759819708164,0.005672145163769672,0.005150714079921635,0.3325515373353489,0.3179902423269833,0.33099100780662133
Cr_md_identified_material_r0_s113_model,middle,205,142,1.6756935732720495,2.144759819708164,0.015971056519677188,0.0031544836368659055,0.07567719041745741,0.03995071361714145,0.08223451025457994
Cr_md_identified_material_r0_s113_model,long,16,16,1.6756935732720495,2.144759819708164,0.07825201159986794,-0.04388199214850508,0.24288169959821818,0.14496222070991538,0.18766293392542063
Cr_md_identified_material_r1_s113_model,all,246,164,1.675867722044782,2.1064683721337025,0.01773486383394781,0.0029132463878132116,0.1102190959804305,0.0729657085730278,0.11274588733546147
Cr_md_identified_material_r1_s113_model,short,26,17,1.675867722044782,2.1064683721337025,0.0036850668433079724,0.0036009658086209382,0.3339765116530661,0.32752813142334014,0.3325266639078738
Cr_md_identified_material_r1_s113_model,middle,196,132,1.675867722044782,2.1064683721337025,0.01427991964521808,0.006214343795538619,0.06986209532570468,0.04154010394648965,0.07408110902334553
Cr_md_identified_material_r1_s113_model,long,24,22,1.675867722044782,2.1064683721337025,0.06117085478176706,-0.024790745147819315,0.19739740101533623,0.10862657095446086,0.16395187166293873
Mn_md_identified_material_r0_s113_model,all,910,423,1.9497346181744974,2.2220843536149992,0.020660061616282473,-0.0008254503760029494,0.09166090740255396,0.06456468191865239,0.07720430662840574
Mn_md_identified_material_r0_s113_model,short,81,68,1.9497346181744974,2.2220843536149992,0.033407869364534826,0.031943475908491926,0.18185113131954103,0.13020400322401013,0.1699521358275369
Mn_md_identified_material_r0_s113_model,middle,715,339,1.9497346181744974,2.2220843536149992,0.014957383578454792,0.0020687874453535786,0.0632041265403768,0.04363727954875428,0.05313819035891474
Mn_md_identified_material_r0_s113_model,long,114,74,1.9497346181744974,2.2220843536149992,0.047369205207846946,-0.04226109135244158,0.2060573124830866,0.14987879281867436,0.16930893508810155
Mn_md_identified_material_r1_s113_model,all,941,423,1.9512227553993895,2.2253812857417103,0.019172716382269184,0.0022062222031835163,0.08604771807580935,0.061883063535539615,0.0721041733623682
Mn_md_identified_material_r1_s113_model,short,98,75,1.9512227553993895,2.2253812857417103,0.023672496869790238,0.021316993422303313,0.1563524312037984,0.11998067747956528,0.14577822876313698
Mn_md_identified_material_r1_s113_model,middle,762,346,1.9512227553993895,2.2253812857417103,0.016519067452331112,0.0033507558369686536,0.06458872130434404,0.04425765859367849,0.05228633912092544
Mn_md_identified_material_r1_s113_model,long,81,58,1.9512227553993895,2.2253812857417103,0.038692494120982114,-0.03168254580197716,0.2028612199685704,0.15349743528982343,0.17714769290175827
Fe_md_identified_material_r0_s113_model,all,856,393,1.9398600327066535,2.1543602715724233,0.016991141234687677,-0.0003557008427053015,0.06603935792795827,0.04366583050024131,0.05359709104764651
Fe_md_identified_material_r0_s113_model,short,78,60,1.9398600327066535,2.1543602715724233,0.014876342469085863,0.01240491474880881,0.1394358553045159,0.11461003092621144,0.13401285730136756
Fe_md_identified_material_r0_s113_model,middle,684,318,1.9398600327066535,2.1543602715724233,0.014062349407543837,0.002472672667207,0.04399081380121009,0.024941710427236703,0.033861052239965786
Fe_md_identified_material_r0_s113_model,long,94,63,1.9398600327066535,2.1543602715724233,0.0400576083994039,-0.03152522740566397,0.16557422375055678,0.11038391673988102,0.1429294888172638
Fe_md_identified_material_r1_s113_model,all,867,393,1.943147118200827,2.1553319536746445,0.019270461255476663,0.0040661114519396436,0.07018359100335897,0.04609675969544339,0.05589976379845235
Fe_md_identified_material_r1_s113_model,short,96,66,1.943147118200827,2.1553319536746445,0.04329004976236533,0.04020008203707128,0.16171535301341863,0.10312004963463499,0.12995825065822697
Fe_md_identified_material_r1_s113_model,middle,674,310,1.943147118200827,2.1553319536746445,0.012853013239772344,0.0032585984459239164,0.04194753814335123,0.025468628259546964,0.03301355531986089
Fe_md_identified_material_r1_s113_model,long,97,69,1.943147118200827,2.1553319536746445,0.04008983719283133,-0.02608437731216383,0.1757923587835598,0.12303881380519577,0.1522679118295678
Co_md_identified_material_r0_s113_model,all,482,252,1.8810396923686896,2.1423580279952232,0.02060037732058247,0.00012648997043609113,0.09179773106942163,0.06381267435072886,0.07835022467484776
Co_md_identified_material_r0_s113_model,short,56,33,1.8810396923686896,2.1423580279952232,0.03275944424125433,0.03208910437504392,0.1542530407791638,0.10388066189935402,0.1399503775846663
Co_md_identified_material_r0_s113_model,middle,382,212,1.8810396923686896,2.1423580279952232,0.015334385622864466,0.0006873529626935976,0.06973667604503196,0.04680397004109481,0.061711178962657195
Co_md_identified_material_r0_s113_model,long,44,34,1.8810396923686896,2.1423580279952232,0.05084358370627915,-0.04542251161366404,0.2038392236960419,0.14318883680127897,0.16284083123409127
Co_md_identified_material_r1_s113_model,all,501,252,1.8781691111349215,2.141958178084969,0.018836425026125134,0.0003235887796230862,0.08906391065157696,0.06264497741881947,0.07752588706110455
Co_md_identified_material_r1_s113_model,short,37,24,1.8781691111349215,2.141958178084969,0.028953560433529483,0.027534947764733416,0.14015095074507358,0.09879453610055101,0.12266146913005298
Co_md_identified_material_r1_s113_model,middle,413,211,1.8781691111349215,2.141958178084969,0.014240588225559094,0.0029346934005815145,0.07053456536108468,0.04996411876921848,0.062312691755973794
Co_md_identified_material_r1_s113_model,long,51,39,1.8781691111349215,2.141958178084969,0.04871380911553323,-0.04056281300282619,0.20205212872047768,0.14000174235376234,0.16928009291008433
Ni_md_identified_material_r0_s113_model,all,420,217,1.9033785232753864,2.1179375611722318,0.01651675169954831,-0.0019904619512913233,0.06777803236443775,0.04485986060463243,0.05849630530615985
Ni_md_identified_material_r0_s113_model,short,44,30,1.9033785232753864,2.1179375611722318,0.023204960652864256,0.022123032059555747,0.17209708387157371,0.14170895054322516,0.15607229244225157
Ni_md_identified_material_r0_s113_model,middle,336,179,1.9033785232753864,2.1179375611722318,0.010862870180677421,0.0010007304352855728,0.046559675282199675,0.03195265449140184,0.03935848951198937
Ni_md_identified_material_r0_s113_model,long,40,31,1.9033785232753864,2.1179375611722318,0.056652326609416256,-0.053641321410469026,0.13126127519738792,0.0574820123336797,0.08829614711477018
Ni_md_identified_material_r1_s113_model,all,428,217,1.8973761538284213,2.115428368610076,0.016165805756512774,-0.0007751387129754618,0.06954733361080047,0.0460423782359497,0.060644907736448775
