energy_eV,Cu,Cu2O,CuO
925.0,0.0,0.0,0.0
925.1,0.0001763868256053216,6.960679329986635e-05,0.001119546054530753
925.2,0.00036242934322234697,0.0001484307676872885,0.0022940643854571906
925.3,0.0005585458562630508,0.00023742366541223563,0.00352569357182032
925.4,0.0007651681147078124,0.0003376091171213746,0.004816633994028932
925.5,0.0009827416002322583,0.0004500861746914807,0.00616914901322267
925.6,0.0012117258143250925,0.0005760329288289426,0.007585566161790777
925.7,0.0014525945694026856,0.0007167102114357207,0.009068278345037567
925.8,0.0017058362829072446,0.0008734653827403061,0.010619745053983219
925.9,0.0019719542744045695,0.0010477362031961531,0.012242493589324416
926.0,0.0022514670656679403,0.0012410547901441776,0.013939120296533127
926.1,0.002544908683752886,0.001455051659241542,0.01571229181211713
926.2,0.0028528289670701856,0.001691459850657301,0.017564746321021237
926.3,0.0031757938744402417,0.0019521191400324338,0.01949929482516029
926.4,0.003514385797149286,0.002238980334208408,0.021518822423125722
926.5,0.0038692038739902585,0.0025541096517185764,0.02362628960101552
926.6,0.0042408643092943865,0.002899693188046184,0.02582473353443563
926.7,0.004630000693962831,0.00327804146564983,0.028117269401639063
926.8,0.005037264329477009,0.003691594068752413,0.030507091707793123
926.9,0.005463324554913487,0.004142924362900164,0.03299747562042643
927.0,0.005908869076941722,0.0046347442992826825,0.03559177831599369
927.1,0.006374604302812381,0.005169909303820081,0.03829344033761731
927.2,0.006861255676347862,0.005751423251018455,0.04110598696396468
927.3,0.007369568016908275,0.006382443522587512,0.0440330295892489
927.4,0.007900305861365286,0.007066286150830524,0.0470782671144168
927.5,0.008454253809056613,0.007806431046792665,0.05024548734944806
927.6,0.009032216869730955,0.008606527313177178,0.053538568426837636
927.7,0.00963502081449768,0.009470398642031096,0.05696148022621103
927.8,0.010263512529748135,0.01040204879719129,0.060518285810068816
927.9,0.010918560374088712,0.01140566718150588,0.06476169820876633
928.0,0.011601054538252017,0.012485634488810455,0.06984412654503262
