# # comment:                                                     FEFF 9.9.1  
# # Source:
# # Structure
# # Reduced
# # space
# # abc:
# # angles:
# # sites:
# # POT  SCF 100  7.0000   0, NO core-hole, AFOLP (folp(0)= 1.150)
# # Abs   Z=29 Rmt= 1.354 Rnm= 1.399 L3 shell
# # Pot 1 Z=65 Rmt= 1.784 Rnm= 1.834
# # Pot 2 Z=29 Rmt= 1.354 Rnm= 1.399
# # Gam_ch=5.960E-01 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
# # Mu=-8.336E+00eV kf=1.899E+00 Vint=-1.694E+01eV Rs_int= 1.910
# FMS rfms= 9.0000
# # PATH  Rmax=-1.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
#  S02=0.985  Temp=   0.00  Debye_temp=   0.00  Global_sig2= 0.00000
#  Energy zero shift, vr, vi    0.00000E+00   0.00000E+00
#  Curved wave amplitude ratio filter   4.000%
#     file         sig2 tot  cw amp ratio   deg  nlegs   reff  inp sig2
#     0/   0 paths used
#  xsedge+ 50, used to normalize mu           6.7262E-03
#  -----------------------------------------------------------------------
#  omega    e    k    mu    mu0     chi     @#
     934.095    -10.774  -0.800  5.71871E-02  5.97009E-02 -2.51374E-03
     934.558    -10.311  -0.720  7.06038E-02  7.48414E-02 -4.23764E-03
     934.973     -9.897  -0.640  8.92043E-02  9.64154E-02 -7.21109E-03
     935.339     -9.531  -0.560  1.15828E-01  1.28251E-01 -1.24225E-02
     935.656     -9.214  -0.480  1.55347E-01  1.77022E-01 -2.16756E-02
     935.924     -8.946  -0.400  2.16090E-01  2.54239E-01 -3.81492E-02
     936.143     -8.726  -0.320  3.10410E-01  3.77046E-01 -6.66364E-02
     936.314     -8.555  -0.240  4.45910E-01  5.56512E-01 -1.10602E-01
     936.334     -8.536  -0.229  4.66712E-01  5.84280E-01 -1.17567E-01
     936.434     -8.436  -0.162  5.93279E-01  7.54394E-01 -1.61115E-01
     936.534     -8.336   0.000  7.43689E-01  9.59502E-01 -2.15813E-01
     936.634     -8.236   0.162  8.88115E-01  1.15706E+00 -2.68941E-01
     936.734     -8.136   0.229  9.96598E-01  1.31203E+00 -3.15436E-01
     936.834     -8.036   0.281  1.06944E+00  1.41610E+00 -3.46659E-01
     936.934     -7.936   0.324  1.12000E+00  1.48025E+00 -3.60251E-01
     937.027     -7.842   0.360  1.15849E+00  1.51571E+00 -3.57218E-01
     937.143     -7.726   0.400  1.20255E+00  1.53758E+00 -3.35033E-01
     937.271     -7.598   0.440  1.25371E+00  1.54454E+00 -2.90823E-01
     937.411     -7.458   0.480  1.31419E+00  1.53969E+00 -2.25505E-01
     937.564     -7.306   0.520  1.38280E+00  1.52597E+00 -1.43173E-01
     937.728     -7.141   0.560  1.45708E+00  1.50589E+00 -4.88092E-02
     937.905     -6.964   0.600  1.53921E+00  1.48145E+00  5.77555E-02
     938.094     -6.775   0.640  1.64162E+00  1.45392E+00  1.87699E-01
     938.295     -6.574   0.680  1.78256E+00  1.42466E+00  3.57893E-01
     938.509     -6.361   0.720  1.95440E+00  1.39461E+00  5.59787E-01
     938.734     -6.135   0.760  2.07909E+00  1.36444E+00  7.14647E-01
     938.972     -5.898   0.800  2.07736E+00  1.33455E+00  7.42807E-01
     939.222     -5.648   0.840  1.95142E+00  1.30548E+00  6.45941E-01
     939.484     -5.386   0.880  1.74092E+00  1.27743E+00  4.63492E-01
     939.758     -5.111   0.920  1.53030E+00  1.25066E+00  2.79640E-01
     940.045     -4.825   0.960  1.32587E+00  1.22522E+00  1.00652E-01
     940.344     -4.526   1.000  1.10404E+00  1.20129E+00 -9.72446E-02
     940.654     -4.215   1.040  8.96722E-01  1.17884E+00 -2.82119E-01
     940.977     -3.892   1.080  7.48716E-01  1.15791E+00 -4.09198E-01
     941.313     -3.557   1.120  6.74375E-01  1.13852E+00 -4.64144E-01
     941.660     -3.209   1.160  6.63089E-01  1.12056E+00 -4.57476E-01
     942.020     -2.850   1.200  7.05790E-01  1.10405E+00 -3.98259E-01
     942.392     -2.478   1.240  8.04709E-01  1.08897E+00 -2.84257E-01
     942.776     -2.094   1.280  9.60547E-01  1.07522E+00 -1.14672E-01
     943.172     -1.697   1.320  1.13012E+00  1.06271E+00  6.74093E-02
     943.580     -1.289   1.360  1.22365E+00  1.05144E+00  1.72209E-01
     944.001     -0.868   1.400  1.23315E+00  1.04134E+00  1.91806E-01
     944.434     -0.436   1.440  1.21684E+00  1.03234E+00  1.84505E-01
     944.879      0.009   1.480  1.20061E+00  1.02436E+00  1.76244E-01
     945.336      0.467   1.520  1.16977E+00  1.01731E+00  1.52459E-01
     945.806      0.936   1.560  1.12286E+00  1.01123E+00  1.11625E-01
     946.287      1.418   1.600  1.06636E+00  1.00604E+00  6.03224E-02
     946.781      1.911   1.640  1.00505E+00  1.00162E+00  3.42777E-03
     947.287      2.417   1.680  9.52573E-01  9.97949E-01 -4.53761E-02
     947.805      2.935   1.720  9.17873E-01  9.94987E-01 -7.71139E-02
     948.335      3.466   1.760  8.97609E-01  9.92683E-01 -9.50743E-02
     948.878      4.008   1.800  8.87188E-01  9.90984E-01 -1.03796E-01
     949.433      4.563   1.840  8.83014E-01  9.89858E-01 -1.06844E-01
     950.000      5.130   1.880  8.82938E-01  9.89244E-01 -1.06306E-01
     950.579      5.709   1.920  8.86881E-01  9.89085E-01 -1.02204E-01
     951.170      6.300   1.960  8.92607E-01  9.89363E-01 -9.67566E-02
     951.773      6.904   2.000  8.95532E-01  9.90025E-01 -9.44930E-02
     952.389      7.520   2.040  8.92604E-01  9.91031E-01 -9.84263E-02
     953.017      8.148   2.080  8.87570E-01  9.92338E-01 -1.04768E-01
     953.657      8.788   2.120  8.89344E-01  9.93904E-01 -1.04560E-01
     954.309      9.440   2.160  9.10899E-01  9.95700E-01 -8.48004E-02
     954.974     10.104   2.200  9.61885E-01  9.97677E-01 -3.57914E-02
     955.651     10.781   2.240  1.02856E+00  9.99815E-01  2.87460E-02
     956.339     11.470   2.280  1.06918E+00  1.00206E+00  6.71202E-02
     957.040     12.171   2.320  1.05933E+00  1.00438E+00  5.49470E-02
     957.754     12.884   2.360  1.02587E+00  1.00676E+00  1.91078E-02
     958.479     13.610   2.400  9.93737E-01  1.00915E+00 -1.54128E-02
     959.217     14.347   2.440  9.70194E-01  1.01152E+00 -4.13299E-02
     959.966     15.097   2.480  9.56990E-01  1.01386E+00 -5.68689E-02
     960.728     15.859   2.520  9.54104E-01  1.01610E+00 -6.20008E-02
