# # comment:                                                     FEFF 9.9.1  
# # Source:
# # Structure
# # Reduced
# # space
# # abc:
# # angles:
# # sites:
# # POT  SCF 100  7.0000   0, NO core-hole, AFOLP (folp(0)= 1.150)
# # Abs   Z=29 Rmt= 1.435 Rnm= 1.469 L3 shell
# # Pot 1 Z=65 Rmt= 1.784 Rnm= 1.834
# # Pot 2 Z=29 Rmt= 1.354 Rnm= 1.399
# # Gam_ch=5.960E-01 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
# # Mu=-8.339E+00eV kf=1.898E+00 Vint=-1.694E+01eV Rs_int= 1.910
# FMS rfms= 9.0000
# # PATH  Rmax=-1.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
#  S02=0.985  Temp=   0.00  Debye_temp=   0.00  Global_sig2= 0.00000
#  Energy zero shift, vr, vi    0.00000E+00   0.00000E+00
#  Curved wave amplitude ratio filter   4.000%
#     file         sig2 tot  cw amp ratio   deg  nlegs   reff  inp sig2
#     0/   0 paths used
#  xsedge+ 50, used to normalize mu           6.8178E-03
#  -----------------------------------------------------------------------
#  omega    e    k    mu    mu0     chi     @#
     933.669    -10.778  -0.800  6.02579E-02  5.92308E-02  1.02705E-03
     934.132    -10.315  -0.720  7.49367E-02  7.43689E-02  5.67874E-04
     934.547     -9.900  -0.640  9.49660E-02  9.60033E-02 -1.03728E-03
     934.913     -9.534  -0.560  1.22892E-01  1.28025E-01 -5.13287E-03
     935.230     -9.217  -0.480  1.62739E-01  1.77230E-01 -1.44906E-02
     935.498     -8.949  -0.400  2.20782E-01  2.55357E-01 -3.45754E-02
     935.717     -8.730  -0.320  3.05445E-01  3.79923E-01 -7.44786E-02
     935.888     -8.559  -0.240  4.20999E-01  5.62275E-01 -1.41276E-01
     935.907     -8.539  -0.229  4.38491E-01  5.90503E-01 -1.52012E-01
     936.007     -8.439  -0.162  5.45655E-01  7.63448E-01 -2.17793E-01
     936.107     -8.339   0.000  6.81459E-01  9.71885E-01 -2.90426E-01
     936.207     -8.239   0.162  8.24231E-01  1.17165E+00 -3.47422E-01
     936.307     -8.139   0.229  9.64971E-01  1.32751E+00 -3.62542E-01
     936.407     -8.039   0.281  1.09997E+00  1.43099E+00 -3.31016E-01
     936.507     -7.939   0.324  1.23198E+00  1.49330E+00 -2.61326E-01
     936.601     -7.846   0.360  1.35585E+00  1.52658E+00 -1.70731E-01
     936.717     -7.730   0.400  1.50443E+00  1.54522E+00 -4.07888E-02
     936.845     -7.602   0.440  1.65581E+00  1.54840E+00  1.07410E-01
     936.985     -7.462   0.480  1.79211E+00  1.53948E+00  2.52627E-01
     937.138     -7.309   0.520  1.89841E+00  1.52155E+00  3.76858E-01
     937.302     -7.145   0.560  1.97770E+00  1.49719E+00  4.80511E-01
     937.479     -6.968   0.600  2.05274E+00  1.46842E+00  5.84326E-01
     937.668     -6.779   0.640  2.14809E+00  1.43682E+00  7.11269E-01
     937.869     -6.578   0.680  2.26151E+00  1.40372E+00  8.57799E-01
     938.082     -6.364   0.720  2.35211E+00  1.36992E+00  9.82193E-01
     938.308     -6.139   0.760  2.38779E+00  1.33623E+00  1.05156E+00
     938.546     -5.901   0.800  2.37799E+00  1.30312E+00  1.07487E+00
     938.796     -5.651   0.840  2.26477E+00  1.27105E+00  9.93713E-01
     939.058     -5.389   0.880  2.00772E+00  1.24020E+00  7.67520E-01
     939.332     -5.115   0.920  1.72471E+00  1.21083E+00  5.13882E-01
     939.619     -4.828   0.960  1.42088E+00  1.18310E+00  2.37772E-01
     939.917     -4.529   1.000  1.08825E+00  1.15700E+00 -6.87478E-02
     940.228     -4.219   1.040  8.12282E-01  1.13254E+00 -3.20255E-01
     940.551     -3.896   1.080  6.31467E-01  1.10974E+00 -4.78275E-01
     940.887     -3.560   1.120  5.30212E-01  1.08860E+00 -5.58393E-01
     941.234     -3.213   1.160  4.88692E-01  1.06909E+00 -5.80401E-01
     941.594     -2.853   1.200  4.97919E-01  1.05111E+00 -5.53195E-01
     941.966     -2.481   1.240  5.58569E-01  1.03463E+00 -4.76057E-01
     942.350     -2.097   1.280  6.75688E-01  1.01957E+00 -3.43880E-01
     942.746     -1.701   1.320  8.43114E-01  1.00586E+00 -1.62750E-01
     943.154     -1.293   1.360  1.00736E+00  9.93476E-01  1.38802E-02
     943.575     -0.872   1.400  1.09303E+00  9.82299E-01  1.10726E-01
     944.008     -0.439   1.440  1.09252E+00  9.72290E-01  1.20228E-01
     944.453      0.006   1.480  1.05331E+00  9.63378E-01  8.99312E-02
     944.910      0.463   1.520  9.87299E-01  9.55527E-01  3.17723E-02
     945.379      0.933   1.560  9.05254E-01  9.48649E-01 -4.33949E-02
     945.861      1.414   1.600  8.29985E-01  9.42684E-01 -1.12699E-01
     946.355      1.908   1.640  7.71200E-01  9.37615E-01 -1.66416E-01
     946.861      2.414   1.680  7.24522E-01  9.33350E-01 -2.08828E-01
     947.379      2.932   1.720  6.94678E-01  9.29874E-01 -2.35196E-01
     947.909      3.462   1.760  6.90129E-01  9.27138E-01 -2.37009E-01
     948.452      4.005   1.800  7.09679E-01  9.25086E-01 -2.15407E-01
     949.006      4.560   1.840  7.51743E-01  9.23676E-01 -1.71933E-01
     949.573      5.127   1.880  8.08868E-01  9.22868E-01 -1.14000E-01
     950.153      5.706   1.920  8.63182E-01  9.22628E-01 -5.94469E-02
     950.744      6.297   1.960  8.96140E-01  9.22916E-01 -2.67759E-02
     951.347      6.900   2.000  9.02700E-01  9.23693E-01 -2.09926E-02
     951.963      7.516   2.040  8.90443E-01  9.24921E-01 -3.44783E-02
     952.591      8.144   2.080  8.73815E-01  9.26567E-01 -5.27522E-02
     953.231      8.784   2.120  8.68246E-01  9.28593E-01 -6.03466E-02
     953.883      9.436   2.160  8.84748E-01  9.30975E-01 -4.62270E-02
     954.548     10.101   2.200  9.28717E-01  9.33665E-01 -4.94770E-03
     955.224     10.778   2.240  9.92683E-01  9.36639E-01  5.60443E-02
     955.913     11.466   2.280  1.05172E+00  9.39863E-01  1.11856E-01
     956.614     12.167   2.320  1.07069E+00  9.43290E-01  1.27403E-01
     957.327     12.881   2.360  1.04867E+00  9.46910E-01  1.01765E-01
     958.053     13.606   2.400  1.01769E+00  9.50665E-01  6.70257E-02
     958.791     14.344   2.440  9.98092E-01  9.54533E-01  4.35585E-02
     959.540     15.093   2.480  9.93534E-01  9.58489E-01  3.50444E-02
     960.302     15.855   2.520  9.99977E-01  9.62490E-01  3.74871E-02
     961.077     16.630   2.560  1.01192E+00  9.66501E-01  4.54176E-02
     961.863     17.416   2.600  1.02385E+00  9.70492E-01  5.33621E-02
     962.661     18.215   2.640  1.03257E+00  9.74445E-01  5.81281E-02
     963.472     19.025   2.680  1.03619E+00  9.78313E-01  5.78730E-02
     964.295     19.848   2.720  1.03383E+00  9.82076E-01  5.17537E-02
     965.130     20.683   2.760  1.02558E+00  9.85709E-01  3.98666E-02
     965.978     21.531   2.800  1.01338E+00  9.89166E-01  2.42107E-02
     966.837     22.390   2.840  1.00016E+00  9.92439E-01  7.72394E-03
     967.709     23.262   2.880  9.88675E-01  9.95503E-01 -6.82769E-03
     968.593     24.146   2.920  9.80922E-01  9.98324E-01 -1.74016E-02
     969.489     25.042   2.960  9.77755E-01  1.00089E+00 -2.31382E-02
     970.397     25.950   3.000  9.78916E-01  1.00318E+00 -2.42622E-02
     971.318     26.871   3.040  9.83666E-01  1.00517E+00 -2.15076E-02
     972.250     27.804   3.080  9.90672E-01  1.00687E+00 -1.61959E-02
     973.195     28.748   3.120  9.98753E-01  1.00824E+00 -9.48620E-03
     974.152     29.706   3.160  1.00700E+00  1.00929E+00 -2.29416E-03
     975.122     30.675   3.200  1.01468E+00  1.01000E+00  4.67873E-03
     976.103     31.656   3.240  1.02106E+00  1.01038E+00  1.06807E-02
     977.097     32.650   3.280  1.02530E+00  1.01041E+00  1.48895E-02
     978.103     33.656   3.320  1.02678E+00  1.01010E+00  1.66811E-02
     979.121     34.674   3.360  1.02540E+00  1.00946E+00  1.59334E-02
     980.151     35.704   3.400  1.02163E+00  1.00851E+00  1.31224E-02
     981.193     36.746   3.440  1.01658E+00  1.00722E+00  9.36042E-03
     982.248     37.801   3.480  1.01159E+00  1.00562E+00  5.96770E-03
     983.315     38.868   3.520  1.00769E+00  1.00374E+00  3.95021E-03
     984.394     39.947   3.560  1.00494E+00  1.00158E+00  3.36815E-03
     985.485     41.038   3.600  1.00223E+00  9.99156E-01  3.06920E-03
     986.588     42.141   3.640  9.97557E-01  9.96518E-01  1.03925E-03
     987.704     43.257   3.680  9.89373E-01  9.93723E-01 -4.35040E-03
     988.831     44.385   3.720  9.77421E-01  9.90950E-01 -1.35285E-02
